"column_name","data_type","is_nullable","column_default"
"sys2_backloadtype1","text","YES",NULL
"sys2_backloadtype2","text","YES",NULL
"sys2_backloadtype3","text","YES",NULL
"sys2_backloadtype4","text","YES",NULL
"sys2_backloadtype5","text","YES",NULL
"sys2_backloadtype6","text","YES",NULL
"sys2_backloadtype7","text","YES",NULL
"sys2_backloadtype8","text","YES",NULL
"sys2_backloadtype9","text","YES",NULL
"sys2_backloadtype10","text","YES",NULL
"sys2_backloadtype11","text","YES",NULL
"sys2_backloadtype12","text","YES",NULL
"sys2_backloadtype13","text","YES",NULL
"sys2_backloadtype14","text","YES",NULL
"sys2_backloadtype15","text","YES",NULL
"sys2_backloadtype16","text","YES",NULL
"sys2_backloadtype17","text","YES",NULL
"sys2_backloadtype18","text","YES",NULL
"sys2_backloadtype19","text","YES",NULL
"sys2_backloadtype20","text","YES",NULL
"sys2_backup_load_rating_1","text","YES",NULL
"sys2_backup_load_rating_2","text","YES",NULL
"sys2_backup_load_rating_3","text","YES",NULL
"sys2_backup_load_rating_4","text","YES",NULL
"sys2_backup_load_rating_5","text","YES",NULL
"sys2_backup_load_rating_6","text","YES",NULL
"sys2_backup_load_rating_7","text","YES",NULL
"sys2_backup_load_rating_8","text","YES",NULL
"sys2_backup_load_rating_9","text","YES",NULL
"sys2_backup_load_rating_10","text","YES",NULL
"sys2_backup_load_rating_11","text","YES",NULL
"sys2_backup_load_rating_12","text","YES",NULL
"sys2_backup_load_rating_13","text","YES",NULL
"sys2_backup_load_rating_14","text","YES",NULL
"sys2_backup_load_rating_15","text","YES",NULL
"sys2_backup_load_rating_16","text","YES",NULL
"sys2_backup_load_rating_17","text","YES",NULL
"sys2_backup_load_rating_18","text","YES",NULL
"sys2_backup_load_rating_19","text","YES",NULL
"sys2_backup_load_rating_20","text","YES",NULL
"bos1c_amp_rating","text","YES",NULL
"bos1d_amp_rating","text","YES",NULL
"bos1e_amp_rating","text","YES",NULL
"bos1f_amp_rating","text","YES",NULL
"bos2c_amp_rating","text","YES",NULL
"bos2d_amp_rating","text","YES",NULL
"bos2e_amp_rating","text","YES",NULL
"bos2f_amp_rating","text","YES",NULL
"mount_type_a","text","YES",NULL
"mount_type_b","text","YES",NULL
"sys1_pcs_settings","boolean","YES",NULL
"pos_2_pcs_settings","text","YES",NULL
"house_stories","integer","YES",NULL
"system_combiner_panel_1_make","text","YES",NULL
"system_combiner_panel_1_model","text","YES",NULL
"system_combiner1_id","uuid","YES",NULL
"system_combiner_panel_1_amp_rating","text","YES",NULL
"breaker_rating","text","YES",NULL
"system_combiner_panel_2_make","text","YES",NULL
"system_combiner_panel_2_model","text","YES",NULL
"system_combiner2_id","uuid","YES",NULL
"system_combiner_panel_2_amp_rating","text","YES",NULL
"created_by","integer","YES",NULL
"sys1_selectedsystem","text","YES",NULL
"sys2_selectedsystem","text","YES",NULL
"sys3_selectedsystem","text","YES",NULL
"sys4_selectedsystem","text","YES",NULL
"sys1_combinerpanel_main_breaker_rating","text","YES",NULL
"sys1_sms_make","text","YES",NULL
"sys1_sms_model","text","YES",NULL
"sys1_sms_id","uuid","YES",NULL
"sys1_sms_breaker_rating","text","YES",NULL
"sys1_sms_backup_load_sub_panel_breaker_rating","text","YES",NULL
"sys1_sms_pv_breaker_rating_override","text","YES",NULL
"sys1_sms_ess_breaker_rating_override","text","YES",NULL
"sys1_sms_tie_in_breaker_rating_override","text","YES",NULL
"sys1_sms_rsd_enabled","boolean","YES",NULL
"sys1_battery_configuration","text","YES",NULL
"sys1_combinerpanel_existing","boolean","YES",NULL
"sys1_sms_existing","boolean","YES",NULL
"el_mpa_derated","boolean","YES",NULL
"el_spb_derated","boolean","YES",NULL
"el_spc_existing","boolean","YES",NULL
"el_spc_bus_rating","integer","YES",NULL
"el_spc_main_breaker_rating","integer","YES",NULL
"el_spc_feeder_location","text","YES",NULL
"el_spc_upstream_breaker_rating","integer","YES",NULL
"el_spc_upstream_breaker_location","text","YES",NULL
"el_spd_existing","boolean","YES",NULL
"el_spd_bus_rating","integer","YES",NULL
"el_spd_main_breaker_rating","integer","YES",NULL
"el_spd_feeder_location","text","YES",NULL
"el_spd_upstream_breaker_rating","integer","YES",NULL
"el_spd_upstream_breaker_location","text","YES",NULL
"el_poi_breaker_rating","integer","YES",NULL
"el_poi_disconnect_rating","integer","YES",NULL
"st_roof_a_area_sqft","integer","YES",NULL
"st_roof_b_area_sqft","integer","YES",NULL
"st_roof_a_framing_type","text","YES",NULL
"st_roof_b_framing_type","text","YES",NULL
"st_mp1_arrayqty_1","integer","YES",NULL
"st_mp1_arrayqty_2","integer","YES",NULL
"st_mp1_arrayqty_3","integer","YES",NULL
"st_mp1_arrayqty_4","integer","YES",NULL
"st_mp1_arrayqty_5","integer","YES",NULL
"st_mp1_arrayqty_6","integer","YES",NULL
"st_mp1_arrayqty_7","integer","YES",NULL
"st_mp1_arrayqty_8","integer","YES",NULL
"st_mp2_arrayqty_1","integer","YES",NULL
"st_mp2_arrayqty_2","integer","YES",NULL
"st_mp2_arrayqty_3","integer","YES",NULL
"st_mp2_arrayqty_4","integer","YES",NULL
"st_mp2_arrayqty_5","integer","YES",NULL
"st_mp2_arrayqty_6","integer","YES",NULL
"st_mp2_arrayqty_7","integer","YES",NULL
"st_mp2_arrayqty_8","integer","YES",NULL
"st_mp3_arrayqty_1","integer","YES",NULL
"st_mp3_arrayqty_2","integer","YES",NULL
"st_mp3_arrayqty_3","integer","YES",NULL
"st_mp3_arrayqty_4","integer","YES",NULL
"st_mp3_arrayqty_5","integer","YES",NULL
"st_mp3_arrayqty_6","integer","YES",NULL
"st_mp3_arrayqty_7","integer","YES",NULL
"st_mp3_arrayqty_8","integer","YES",NULL
"st_mp4_arrayqty_1","integer","YES",NULL
"st_mp4_arrayqty_2","integer","YES",NULL
"st_mp4_arrayqty_3","integer","YES",NULL
"st_mp4_arrayqty_4","integer","YES",NULL
"st_mp4_arrayqty_5","integer","YES",NULL
"st_mp4_arrayqty_6","integer","YES",NULL
"st_mp4_arrayqty_7","integer","YES",NULL
"st_mp4_arrayqty_8","integer","YES",NULL
"st_mp5_arrayqty_1","integer","YES",NULL
"st_mp5_arrayqty_2","integer","YES",NULL
"st_mp5_arrayqty_3","integer","YES",NULL
"st_mp5_arrayqty_4","integer","YES",NULL
"st_mp5_arrayqty_5","integer","YES",NULL
"st_mp5_arrayqty_6","integer","YES",NULL
"st_mp5_arrayqty_7","integer","YES",NULL
"st_mp5_arrayqty_8","integer","YES",NULL
"st_mp6_arrayqty_1","integer","YES",NULL
"st_mp6_arrayqty_2","integer","YES",NULL
"st_mp6_arrayqty_3","integer","YES",NULL
"st_mp6_arrayqty_4","integer","YES",NULL
"st_mp6_arrayqty_5","integer","YES",NULL
"st_mp6_arrayqty_6","integer","YES",NULL
"st_mp6_arrayqty_7","integer","YES",NULL
"st_mp6_arrayqty_8","integer","YES",NULL
"st_mp7_arrayqty_1","integer","YES",NULL
"st_mp7_arrayqty_2","integer","YES",NULL
"st_mp7_arrayqty_3","integer","YES",NULL
"st_mp7_arrayqty_4","integer","YES",NULL
"st_mp7_arrayqty_5","integer","YES",NULL
"st_mp7_arrayqty_6","integer","YES",NULL
"st_mp7_arrayqty_7","integer","YES",NULL
"st_mp7_arrayqty_8","integer","YES",NULL
"st_mp8_arrayqty_1","integer","YES",NULL
"st_mp8_arrayqty_2","integer","YES",NULL
"st_mp8_arrayqty_3","integer","YES",NULL
"st_mp8_arrayqty_4","integer","YES",NULL
"st_mp8_arrayqty_5","integer","YES",NULL
"st_mp8_arrayqty_6","integer","YES",NULL
"st_mp8_arrayqty_7","integer","YES",NULL
"st_mp8_arrayqty_8","integer","YES",NULL
"st_mp9_arrayqty_1","integer","YES",NULL
"st_mp9_arrayqty_2","integer","YES",NULL
"st_mp9_arrayqty_3","integer","YES",NULL
"st_mp9_arrayqty_4","integer","YES",NULL
"st_mp9_arrayqty_5","integer","YES",NULL
"st_mp9_arrayqty_6","integer","YES",NULL
"st_mp9_arrayqty_7","integer","YES",NULL
"st_mp9_arrayqty_8","integer","YES",NULL
"st_mp10_arrayqty_1","integer","YES",NULL
"st_mp10_arrayqty_2","integer","YES",NULL
"st_mp10_arrayqty_3","integer","YES",NULL
"st_mp10_arrayqty_4","integer","YES",NULL
"st_mp10_arrayqty_5","integer","YES",NULL
"st_mp10_arrayqty_6","integer","YES",NULL
"st_mp10_arrayqty_7","integer","YES",NULL
"st_mp10_arrayqty_8","integer","YES",NULL
"st_mp1_mode","text","YES",NULL
"st_mp2_mode","text","YES",NULL
"st_mp3_mode","text","YES",NULL
"st_mp4_mode","text","YES",NULL
"st_mp5_mode","text","YES",NULL
"st_mp6_mode","text","YES",NULL
"st_mp7_mode","text","YES",NULL
"st_mp8_mode","text","YES",NULL
"st_mp9_mode","text","YES",NULL
"st_mp10_mode","text","YES",NULL
"el_mca_system_back_feed","integer","YES",NULL
"house_sqft","integer","YES",NULL
"sys1_tesla_extensions","character varying","YES",NULL
"sys2_tesla_extensions","character varying","YES",NULL
"sys3_tesla_extensions","character varying","YES",NULL
"sys4_tesla_extensions","character varying","YES",NULL
"sys1_batteryonly","boolean","YES","false"
"sys2_batteryonly","boolean","YES","false"
"sys3_batteryonly","boolean","YES","false"
"sys4_batteryonly","boolean","YES","false"
"sys1_show_second_panel_type","boolean","YES","false"
"sys1_solar_panel_type2_quantity","integer","YES",NULL
"sys1_solar_panel_type2_manufacturer","character varying","YES",NULL
"sys1_solar_panel_type2_model","character varying","YES",NULL
"sys1_solar_panel_type2_is_new","boolean","YES","true"
"sys2_show_second_panel_type","boolean","YES","false"
"sys2_solar_panel_type2_quantity","integer","YES",NULL
"sys2_solar_panel_type2_manufacturer","character varying","YES",NULL
"sys2_solar_panel_type2_model","character varying","YES",NULL
"sys2_solar_panel_type2_is_new","boolean","YES","true"
"sys3_show_second_panel_type","boolean","YES","false"
"sys3_solar_panel_type2_quantity","integer","YES",NULL
"sys3_solar_panel_type2_manufacturer","character varying","YES",NULL
"sys3_solar_panel_type2_model","character varying","YES",NULL
"sys3_solar_panel_type2_is_new","boolean","YES","true"
"sys4_show_second_panel_type","boolean","YES","false"
"sys4_solar_panel_type2_quantity","integer","YES",NULL
"sys4_solar_panel_type2_manufacturer","character varying","YES",NULL
"sys4_solar_panel_type2_model","character varying","YES",NULL
"sys4_solar_panel_type2_is_new","boolean","YES","true"
"sys1_teslagatewaytype","text","YES",NULL
"sys2_teslagatewaytype","text","YES",NULL
"sys3_teslagatewaytype","text","YES",NULL
"sys4_teslagatewaytype","text","YES",NULL
"sys1_backupswitch_location","text","YES",NULL
"sys2_backupswitch_location","text","YES",NULL
"sys3_backupswitch_location","text","YES",NULL
"sys4_backupswitch_location","text","YES",NULL
"version_number","integer","NO","1"
"last_generated_at","timestamp with time zone","YES",NULL
"last_generated_by","character varying","YES",NULL
"sys2_sms_make","text","YES",NULL
"sys2_sms_model","text","YES",NULL
"sys2_sms_id","uuid","YES",NULL
"sys2_sms_breaker_rating","text","YES",NULL
"sys2_sms_backup_load_sub_panel_breaker_rating","text","YES",NULL
"sys2_sms_pv_breaker_rating_override","text","YES",NULL
"sys2_sms_ess_breaker_rating_override","text","YES",NULL
"sys2_sms_tie_in_breaker_rating_override","text","YES",NULL
"sys2_sms_rsd_enabled","boolean","YES",NULL
"sys2_sms_pv_1_input","text","YES",NULL
"sys2_sms_pv_2_input","text","YES",NULL
"sys2_sms_pv_3_input","text","YES",NULL
"sys2_sms_ess_1_input","text","YES",NULL
"sys2_sms_ess_2_input","text","YES",NULL
"sys2_sms_backup_load_sub_panel_input","text","YES",NULL
"sys2_sms_rsd_input","text","YES",NULL
"sys2_sms_gen_1_input","text","YES",NULL
"sys2_battery_configuration","text","YES",NULL
"sys2_pcs_settings","boolean","YES",NULL
"sys2_combinerpanel_main_breaker_rating","text","YES",NULL
"sys2_combinerpanel_existing","boolean","YES",NULL
"sys2_combinerpanel_bus_rating","text","YES",NULL
"sys2_backup_sp_tie_in_breaker_location","text","YES",NULL
"sys2_stringing_type","text","YES",NULL
"sys3_sms_make","text","YES",NULL
"sys3_sms_model","text","YES",NULL
"sys3_sms_id","uuid","YES",NULL
"sys3_sms_existing","boolean","YES",NULL
"sys3_sms_breaker_rating","text","YES",NULL
"sys3_sms_backup_load_sub_panel_breaker_rating","text","YES",NULL
"sys3_sms_pv_breaker_rating_override","text","YES",NULL
"sys3_sms_ess_breaker_rating_override","text","YES",NULL
"sys3_sms_tie_in_breaker_rating_override","text","YES",NULL
"sys3_sms_rsd_enabled","boolean","YES",NULL
"sys3_sms_pv_1_input","text","YES",NULL
"sys3_sms_pv_2_input","text","YES",NULL
"sys3_sms_pv_3_input","text","YES",NULL
"sys3_sms_ess_1_input","text","YES",NULL
"sys3_sms_ess_2_input","text","YES",NULL
"sys3_sms_backup_load_sub_panel_input","text","YES",NULL
"sys3_sms_rsd_input","text","YES",NULL
"sys3_sms_gen_1_input","text","YES",NULL
"sys3_battery_configuration","text","YES",NULL
"sys3_pcs_settings","boolean","YES",NULL
"sys3_combinerpanel_main_breaker_rating","text","YES",NULL
"sys3_combinerpanel_existing","boolean","YES",NULL
"sys3_combinerpanel_bus_rating","text","YES",NULL
"sys3_backup_sp_tie_in_breaker_location","text","YES",NULL
"sys3_stringing_type","text","YES",NULL
"sys4_sms_make","text","YES",NULL
"sys4_sms_model","text","YES",NULL
"sys4_sms_id","uuid","YES",NULL
"sys4_sms_existing","boolean","YES",NULL
"sys4_sms_breaker_rating","text","YES",NULL
"sys4_sms_backup_load_sub_panel_breaker_rating","text","YES",NULL
"sys4_sms_pv_breaker_rating_override","text","YES",NULL
"sys4_sms_ess_breaker_rating_override","text","YES",NULL
"sys4_sms_tie_in_breaker_rating_override","text","YES",NULL
"sys4_sms_rsd_enabled","boolean","YES",NULL
"sys4_sms_pv_1_input","text","YES",NULL
"sys4_sms_pv_2_input","text","YES",NULL
"sys4_sms_pv_3_input","text","YES",NULL
"sys4_sms_ess_1_input","text","YES",NULL
"sys4_sms_ess_2_input","text","YES",NULL
"sys4_sms_backup_load_sub_panel_input","text","YES",NULL
"sys4_sms_rsd_input","text","YES",NULL
"sys4_sms_gen_1_input","text","YES",NULL
"sys4_battery_configuration","text","YES",NULL
"sys4_pcs_settings","boolean","YES",NULL
"sys4_combinerpanel_main_breaker_rating","text","YES",NULL
"sys4_combinerpanel_existing","boolean","YES",NULL
"sys4_combinerpanel_bus_rating","text","YES",NULL
"sys4_backup_sp_tie_in_breaker_location","text","YES",NULL
"sys4_stringing_type","text","YES",NULL
"bos_sys1_type1_equipment_type","text","YES",NULL
"bos_sys1_type1_make","text","YES",NULL
"bos_sys1_type1_model","text","YES",NULL
"bos_sys1_type1_amp_rating","text","YES",NULL
"bos_sys1_type1_is_new","boolean","YES",NULL
"bos_sys1_type1_active","boolean","YES",NULL
"bos_sys1_type2_equipment_type","text","YES",NULL
"bos_sys1_type2_make","text","YES",NULL
"bos_sys1_type2_model","text","YES",NULL
"bos_sys1_type2_amp_rating","text","YES",NULL
"bos_sys1_type2_is_new","boolean","YES",NULL
"bos_sys1_type2_active","boolean","YES",NULL
"bos_sys1_type3_equipment_type","text","YES",NULL
"bos_sys1_type3_make","text","YES",NULL
"bos_sys1_type3_model","text","YES",NULL
"bos_sys1_type3_amp_rating","text","YES",NULL
"bos_sys1_type3_is_new","boolean","YES",NULL
"bos_sys1_type3_active","boolean","YES",NULL
"bos_sys1_show_type1","boolean","YES",NULL
"bos_sys1_show_type2","boolean","YES",NULL
"bos_sys1_show_type3","boolean","YES",NULL
"bos_sys2_type1_equipment_type","text","YES",NULL
"bos_sys2_type1_make","text","YES",NULL
"bos_sys2_type1_model","text","YES",NULL
"bos_sys2_type1_amp_rating","text","YES",NULL
"bos_sys2_type1_is_new","boolean","YES",NULL
"bos_sys2_type1_active","boolean","YES",NULL
"bos_sys2_type2_equipment_type","text","YES",NULL
"bos_sys2_type2_make","text","YES",NULL
"bos_sys2_type2_model","text","YES",NULL
"bos_sys2_type2_amp_rating","text","YES",NULL
"bos_sys2_type2_is_new","boolean","YES",NULL
"bos_sys2_type2_active","boolean","YES",NULL
"bos_sys2_type3_equipment_type","text","YES",NULL
"bos_sys2_type3_make","text","YES",NULL
"bos_sys2_type3_model","text","YES",NULL
"bos_sys2_type3_amp_rating","text","YES",NULL
"bos_sys2_type3_is_new","boolean","YES",NULL
"bos_sys2_type3_active","boolean","YES",NULL
"bos_sys2_show_type1","boolean","YES",NULL
"bos_sys2_show_type2","boolean","YES",NULL
"bos_sys2_show_type3","boolean","YES",NULL
"bos_sys3_type1_equipment_type","text","YES",NULL
"bos_sys3_type1_make","text","YES",NULL
"bos_sys3_type1_model","text","YES",NULL
"bos_sys3_type1_amp_rating","text","YES",NULL
"bos_sys3_type1_is_new","boolean","YES",NULL
"bos_sys3_type1_active","boolean","YES",NULL
"bos_sys3_type2_equipment_type","text","YES",NULL
"bos_sys3_type2_make","text","YES",NULL
"bos_sys3_type2_model","text","YES",NULL
"bos_sys3_type2_amp_rating","text","YES",NULL
"bos_sys3_type2_is_new","boolean","YES",NULL
"bos_sys3_type2_active","boolean","YES",NULL
"bos_sys3_type3_equipment_type","text","YES",NULL
"bos_sys3_type3_make","text","YES",NULL
"bos_sys3_type3_model","text","YES",NULL
"bos_sys3_type3_amp_rating","text","YES",NULL
"bos_sys3_type3_is_new","boolean","YES",NULL
"bos_sys3_type3_active","boolean","YES",NULL
"bos_sys3_show_type1","boolean","YES",NULL
"bos_sys3_show_type2","boolean","YES",NULL
"bos_sys3_show_type3","boolean","YES",NULL
"bos_sys4_type1_equipment_type","text","YES",NULL
"bos_sys4_type1_make","text","YES",NULL
"bos_sys4_type1_model","text","YES",NULL
"bos_sys4_type1_amp_rating","text","YES",NULL
"bos_sys4_type1_is_new","boolean","YES",NULL
"bos_sys4_type1_active","boolean","YES",NULL
"bos_sys4_type2_equipment_type","text","YES",NULL
"bos_sys4_type2_make","text","YES",NULL
"bos_sys4_type2_model","text","YES",NULL
"bos_sys4_type2_amp_rating","text","YES",NULL
"bos_sys4_type2_is_new","boolean","YES",NULL
"bos_sys4_type2_active","boolean","YES",NULL
"bos_sys4_type3_equipment_type","text","YES",NULL
"bos_sys4_type3_make","text","YES",NULL
"bos_sys4_type3_model","text","YES",NULL
"bos_sys4_type3_amp_rating","text","YES",NULL
"bos_sys4_type3_is_new","boolean","YES",NULL
"bos_sys4_type3_active","boolean","YES",NULL
"bos_sys4_show_type1","boolean","YES",NULL
"bos_sys4_show_type2","boolean","YES",NULL
"bos_sys4_show_type3","boolean","YES",NULL
"sys1_stringing_type","text","YES",NULL
"sys2_ele_breaker_location","character varying","YES",NULL
"sys3_ele_breaker_location","character varying","YES",NULL
"sys4_ele_breaker_location","character varying","YES",NULL
"sys1_pcs_amps","integer","YES",NULL
"sys2_pcs_amps","integer","YES",NULL
"sys3_pcs_amps","integer","YES",NULL
"sys4_pcs_amps","integer","YES",NULL
"isacintegrated","boolean","YES","false"
"ele_bathroom_circuits","text","YES",NULL
"ele_laundry_circuits","text","YES",NULL
"ele_electric_vehicle_amps","text","YES",NULL
"ele_hvac_air_handler_amps","text","YES",NULL
"spb_floor_area","text","YES",NULL
"spb_bathroom_circuits","text","YES",NULL
"spb_laundry_circuits","text","YES",NULL
"spb_electric_vehicle_amps","text","YES",NULL
"spb_hvac_air_handler_amps","text","YES",NULL
"spb_electrical_furnace_amps","text","YES",NULL
"spb_ac_unit_amps","text","YES",NULL
"special_scenario","character varying","NO","'none'::character varying"
"special_scenario_reason","text","YES",NULL
"affected_systems","character varying","YES",NULL
"ele_combine_systems","boolean","YES","false"
"ele_combine_active_systems","character varying","YES",NULL
"ele_combine_system_desc","character varying","YES",NULL
"sys1_landing_destination","character varying","YES",NULL
"sys2_landing_destination","character varying","YES",NULL
"sys3_landing_destination","character varying","YES",NULL
"sys4_landing_destination","character varying","YES",NULL
"bos_sys1_type4_equipment_type","character varying","YES",NULL
"bos_sys1_type4_make","character varying","YES",NULL
"bos_sys1_type4_model","character varying","YES",NULL
"bos_sys1_type4_amp_rating","character varying","YES",NULL
"bos_sys1_type4_is_new","boolean","YES","true"
"bos_sys1_type4_active","boolean","YES","false"
"bos_sys1_type5_equipment_type","character varying","YES",NULL
"bos_sys1_type5_make","character varying","YES",NULL
"bos_sys1_type5_model","character varying","YES",NULL
"bos_sys1_type5_amp_rating","character varying","YES",NULL
"bos_sys1_type5_is_new","boolean","YES","true"
"bos_sys1_type5_active","boolean","YES","false"
"bos_sys1_type6_equipment_type","character varying","YES",NULL
"bos_sys1_type6_make","character varying","YES",NULL
"bos_sys1_type6_model","character varying","YES",NULL
"bos_sys1_type6_amp_rating","character varying","YES",NULL
"bos_sys1_type6_is_new","boolean","YES","true"
"bos_sys1_type6_active","boolean","YES","false"
"bos_sys2_type4_equipment_type","character varying","YES",NULL
"bos_sys2_type4_make","character varying","YES",NULL
"bos_sys2_type4_model","character varying","YES",NULL
"bos_sys2_type4_amp_rating","character varying","YES",NULL
"bos_sys2_type4_is_new","boolean","YES","true"
"bos_sys2_type4_active","boolean","YES","false"
"bos_sys2_type5_equipment_type","character varying","YES",NULL
"bos_sys2_type5_make","character varying","YES",NULL
"bos_sys2_type5_model","character varying","YES",NULL
"bos_sys2_type5_amp_rating","character varying","YES",NULL
"bos_sys2_type5_is_new","boolean","YES","true"
"bos_sys2_type5_active","boolean","YES","false"
"bos_sys2_type6_equipment_type","character varying","YES",NULL
"bos_sys2_type6_make","character varying","YES",NULL
"bos_sys2_type6_model","character varying","YES",NULL
"bos_sys2_type6_amp_rating","character varying","YES",NULL
"bos_sys2_type6_is_new","boolean","YES","true"
"bos_sys2_type6_active","boolean","YES","false"
"bos_sys3_type4_equipment_type","character varying","YES",NULL
"bos_sys3_type4_make","character varying","YES",NULL
"bos_sys3_type4_model","character varying","YES",NULL
"bos_sys3_type4_amp_rating","character varying","YES",NULL
"bos_sys3_type4_is_new","boolean","YES","true"
"bos_sys3_type4_active","boolean","YES","false"
"bos_sys3_type5_equipment_type","character varying","YES",NULL
"bos_sys3_type5_make","character varying","YES",NULL
"bos_sys3_type5_model","character varying","YES",NULL
"bos_sys3_type5_amp_rating","character varying","YES",NULL
"bos_sys3_type5_is_new","boolean","YES","true"
"bos_sys3_type5_active","boolean","YES","false"
"bos_sys3_type6_equipment_type","character varying","YES",NULL
"bos_sys3_type6_make","character varying","YES",NULL
"bos_sys3_type6_model","character varying","YES",NULL
"bos_sys3_type6_amp_rating","character varying","YES",NULL
"bos_sys3_type6_is_new","boolean","YES","true"
"bos_sys3_type6_active","boolean","YES","false"
"bos_sys4_type4_equipment_type","character varying","YES",NULL
"bos_sys4_type4_make","character varying","YES",NULL
"bos_sys4_type4_model","character varying","YES",NULL
"bos_sys4_type4_amp_rating","character varying","YES",NULL
"bos_sys4_type4_is_new","boolean","YES","true"
"bos_sys4_type4_active","boolean","YES","false"
"bos_sys4_type5_equipment_type","character varying","YES",NULL
"bos_sys4_type5_make","character varying","YES",NULL
"bos_sys4_type5_model","character varying","YES",NULL
"bos_sys4_type5_amp_rating","character varying","YES",NULL
"bos_sys4_type5_is_new","boolean","YES","true"
"bos_sys4_type5_active","boolean","YES","false"
"bos_sys4_type6_equipment_type","character varying","YES",NULL
"bos_sys4_type6_make","character varying","YES",NULL
"bos_sys4_type6_model","character varying","YES",NULL
"bos_sys4_type6_amp_rating","character varying","YES",NULL
"bos_sys4_type6_is_new","boolean","YES","true"
"bos_sys4_type6_active","boolean","YES","false"
"bos_sys1_type1_trigger","character varying","YES",NULL
"bos_sys1_type2_trigger","character varying","YES",NULL
"bos_sys1_type3_trigger","character varying","YES",NULL
"bos_sys1_type4_trigger","character varying","YES",NULL
"bos_sys1_type5_trigger","character varying","YES",NULL
"bos_sys1_type6_trigger","character varying","YES",NULL
"bos_sys2_type1_trigger","character varying","YES",NULL
"bos_sys2_type2_trigger","character varying","YES",NULL
"bos_sys2_type3_trigger","character varying","YES",NULL
"bos_sys2_type4_trigger","character varying","YES",NULL
"bos_sys2_type5_trigger","character varying","YES",NULL
"bos_sys2_type6_trigger","character varying","YES",NULL
"bos_sys3_type1_trigger","character varying","YES",NULL
"bos_sys3_type2_trigger","character varying","YES",NULL
"bos_sys3_type3_trigger","character varying","YES",NULL
"bos_sys3_type4_trigger","character varying","YES",NULL
"bos_sys3_type5_trigger","character varying","YES",NULL
"bos_sys3_type6_trigger","character varying","YES",NULL
"bos_sys4_type1_trigger","character varying","YES",NULL
"bos_sys4_type2_trigger","character varying","YES",NULL
"bos_sys4_type3_trigger","character varying","YES",NULL
"bos_sys4_type4_trigger","character varying","YES",NULL
"bos_sys4_type5_trigger","character varying","YES",NULL
"bos_sys4_type6_trigger","character varying","YES",NULL
"post_sms_bos_sys1_type1_equipment_type","character varying","YES",NULL
"post_sms_bos_sys1_type1_amp_rating","character varying","YES",NULL
"post_sms_bos_sys1_type1_make","character varying","YES",NULL
"post_sms_bos_sys1_type1_model","character varying","YES",NULL
"post_sms_bos_sys1_type1_is_new","boolean","YES","true"
"post_sms_bos_sys1_type1_trigger","character varying","YES",NULL
"post_sms_bos_sys1_type1_active","boolean","YES","false"
"post_sms_bos_sys2_type1_equipment_type","character varying","YES",NULL
"post_sms_bos_sys2_type1_amp_rating","character varying","YES",NULL
"post_sms_bos_sys2_type1_make","character varying","YES",NULL
"post_sms_bos_sys2_type1_model","character varying","YES",NULL
"post_sms_bos_sys2_type1_is_new","boolean","YES","true"
"post_sms_bos_sys2_type1_trigger","character varying","YES",NULL
"post_sms_bos_sys2_type1_active","boolean","YES","false"
"post_sms_bos_sys3_type1_equipment_type","character varying","YES",NULL
"post_sms_bos_sys3_type1_amp_rating","character varying","YES",NULL
"post_sms_bos_sys3_type1_make","character varying","YES",NULL
"post_sms_bos_sys3_type1_model","character varying","YES",NULL
"post_sms_bos_sys3_type1_is_new","boolean","YES","true"
"post_sms_bos_sys3_type1_trigger","character varying","YES",NULL
"post_sms_bos_sys3_type1_active","boolean","YES","false"
"post_sms_bos_sys4_type1_equipment_type","character varying","YES",NULL
"post_sms_bos_sys4_type1_amp_rating","character varying","YES",NULL
"post_sms_bos_sys4_type1_make","character varying","YES",NULL
"post_sms_bos_sys4_type1_model","character varying","YES",NULL
"post_sms_bos_sys4_type1_is_new","boolean","YES","true"
"post_sms_bos_sys4_type1_trigger","character varying","YES",NULL
"post_sms_bos_sys4_type1_active","boolean","YES","false"
"post_sms_bos_sys1_type2_equipment_type","character varying","YES",NULL
"post_sms_bos_sys1_type2_amp_rating","character varying","YES",NULL
"post_sms_bos_sys1_type2_make","character varying","YES",NULL
"post_sms_bos_sys1_type2_model","character varying","YES",NULL
"post_sms_bos_sys1_type2_is_new","boolean","YES","true"
"post_sms_bos_sys1_type2_trigger","character varying","YES",NULL
"post_sms_bos_sys1_type2_active","boolean","YES","false"
"post_sms_bos_sys2_type2_equipment_type","character varying","YES",NULL
"post_sms_bos_sys2_type2_amp_rating","character varying","YES",NULL
"post_sms_bos_sys2_type2_make","character varying","YES",NULL
"post_sms_bos_sys2_type2_model","character varying","YES",NULL
"post_sms_bos_sys2_type2_is_new","boolean","YES","true"
"post_sms_bos_sys2_type2_trigger","character varying","YES",NULL
"post_sms_bos_sys2_type2_active","boolean","YES","false"
"post_sms_bos_sys3_type2_equipment_type","character varying","YES",NULL
"post_sms_bos_sys3_type2_amp_rating","character varying","YES",NULL
"post_sms_bos_sys3_type2_make","character varying","YES",NULL
"post_sms_bos_sys3_type2_model","character varying","YES",NULL
"post_sms_bos_sys3_type2_is_new","boolean","YES","true"
"post_sms_bos_sys3_type2_trigger","character varying","YES",NULL
"post_sms_bos_sys3_type2_active","boolean","YES","false"
