"id","model","status","manufacturer","equipment_type","uuid","created_at","is_validated"
9294,"LG345N1T-L5",NULL,"LG","Solar Panel","c8a9e940-2d76-49b7-9083-7e0d61c3810b","2024-08-12 14:33:46.20281+00",False
9295,"LG345N1W-N5",NULL,"LG","Solar Panel","91b34a5c-6a84-43e7-8638-810e29fc6ab5","2024-08-12 14:33:46.20281+00",False
9296,"LG345N1W-L5",NULL,"LG","Solar Panel","149a75e6-f550-40d8-912b-fe5a2f45adf5","2024-08-12 14:33:46.20281+00",False
9297,"LG345N1W-V5",NULL,"LG","Solar Panel","63f049a7-f024-4657-b06a-f2bd95764eb4","2024-08-12 14:33:46.20281+00",False
9298,"LG345Q1K-A5",NULL,"LG","Solar Panel","fd152f8a-88d8-475a-bb24-3fbb4542e3d9","2024-08-12 14:33:46.20281+00",False
9299,"LG345Q1C-V5",NULL,"LG","Solar Panel","c61c90d6-09d9-4786-92a9-cb162fe05d7b","2024-08-12 14:33:46.20281+00",False
9300,"LG345Q1C-A5",NULL,"LG","Solar Panel","0b956f63-c975-4dc2-be06-92c87389ff95","2024-08-12 14:33:46.20281+00",False
9301,"LG345S2W-A5",NULL,"LG","Solar Panel","59288ea6-0d3d-4a88-90b1-af4c6b586d1e","2024-08-12 14:33:46.20281+00",False
9302,"LG345S2C-G4",NULL,"LG","Solar Panel","4e070ce1-28cc-4a67-8ca7-c0f83ec02c75","2024-08-12 14:33:46.20281+00",False
9303,"LG345Q1K-V5",NULL,"LG","Solar Panel","a610f85e-fce2-4230-a631-be29f9223373","2024-08-12 14:33:46.20281+00",False
9304,"LG345S2W-G4",NULL,"LG","Solar Panel","1c9a2c5d-c58e-4155-972c-4b9243c0d3d0","2024-08-12 14:33:46.20281+00",False
9305,"LG350M1K-L5",NULL,"LG","Solar Panel","9ca23ac1-5b7f-4571-b62d-a21f69d5f7e2","2024-08-12 14:33:46.20281+00",False
9306,"LG350N1C-L5",NULL,"LG","Solar Panel","7be32eb0-5244-40af-9416-24a823957a7e","2024-08-12 14:33:46.20281+00",False
9307,"LG350N1C-N5",NULL,"LG","Solar Panel","d5771773-70de-4063-b633-4353b197d932","2024-08-12 14:33:46.20281+00",False
9308,"LG350N1C-V5",NULL,"LG","Solar Panel","82c83798-e592-4d22-873b-e4509befe6f9","2024-08-12 14:33:46.20281+00",False
9309,"LG350N1K-A6",NULL,"LG","Solar Panel","f4f6b014-51ad-47d3-8d71-602f8e6047ac","2024-08-12 14:33:46.20281+00",False
9310,"LG350N1K-L5",NULL,"LG","Solar Panel","cc099cbb-58b0-4b0e-bd34-5f78036bd27a","2024-08-12 14:33:46.20281+00",False
9311,"LG350N1K-E6",NULL,"LG","Solar Panel","f06361b3-16d4-4a4e-955c-e946a87ce102","2024-08-12 14:33:46.20281+00",False
9312,"LG350N1K-B6",NULL,"LG","Solar Panel","5b99dc0f-27c9-4d42-adf2-faa7492d9104","2024-08-12 14:33:46.20281+00",False
9313,"LG350N1W-N5",NULL,"LG","Solar Panel","5d57ecca-551d-4aa6-b1d3-08558f872ccd","2024-08-12 14:33:46.20281+00",False
9314,"LG350N1W-L5",NULL,"LG","Solar Panel","fb305ae7-bf69-4abf-8cdb-d2db10ce3c9a","2024-08-12 14:33:46.20281+00",False
9315,"LG350N1W-V5",NULL,"LG","Solar Panel","edc9ac68-5226-41b2-bd9d-d0af9926a92c","2024-08-12 14:33:46.20281+00",False
9316,"LG350N2C-B3",NULL,"LG","Solar Panel","92763202-23ea-4772-9960-cd318a90b531","2024-08-12 14:33:46.20281+00",False
9317,"LG350Q1C-A5",NULL,"LG","Solar Panel","eec52f3d-fd9e-4062-849a-9385e6e7a0f4","2024-08-12 14:33:46.20281+00",False
9318,"LG350Q1C-V5",NULL,"LG","Solar Panel","a74c8cb6-1d4e-49e8-97d1-063ed5eb41e8","2024-08-12 14:33:46.20281+00",False
9319,"LG350N2W-B3",NULL,"LG","Solar Panel","66dfad37-d208-435b-90fa-e1d5453c4598","2024-08-12 14:33:46.20281+00",False
9320,"LG350N2T-A4",NULL,"LG","Solar Panel","05740cf9-675e-47b6-955b-7516a97ae70a","2024-08-12 14:33:46.20281+00",False
9321,"LG350Q1K-A5",NULL,"LG","Solar Panel","32d9f6bc-5eef-4f5e-9b18-80950c9d8005","2024-08-12 14:33:46.20281+00",False
9322,"LG355A1C-A5",NULL,"LG","Solar Panel","823426b5-53a9-4f1e-bb0c-a6fdaf15821d","2024-08-12 14:33:46.20281+00",False
9323,"LG350Q1K-V5",NULL,"LG","Solar Panel","ef06dec7-c319-4138-9bb1-a3abf007acc8","2024-08-12 14:33:46.20281+00",False
9324,"LG350S2W-A5",NULL,"LG","Solar Panel","a59da493-5dbf-4210-93dd-ddcdd089f55c","2024-08-12 14:33:46.20281+00",False
9325,"LG355N1C-A6",NULL,"LG","Solar Panel","759d8d58-baa3-4c80-a131-0adf40aa119a","2024-08-12 14:33:46.20281+00",False
9326,"LG355M1K-A6",NULL,"LG","Solar Panel","699c433f-bf6e-4d72-9609-67bd4ceaac04","2024-08-12 14:33:46.20281+00",False
9327,"LG355N1C-E6",NULL,"LG","Solar Panel","0b3f4a34-7a0a-48a8-8250-4cc5d0627749","2024-08-12 14:33:46.20281+00",False
9328,"LG355M1C-N5",NULL,"LG","Solar Panel","5b0d013b-11e7-4fb0-b9dc-19258e2a32d1","2024-08-12 14:33:46.20281+00",False
9329,"LG355N1C-V5",NULL,"LG","Solar Panel","1cf37dc5-77e3-4c78-a874-81567a83706f","2024-08-12 14:33:46.20281+00",False
9330,"LG355N1C-L5",NULL,"LG","Solar Panel","522ea9a1-21c6-4db7-aa27-ebefc393aa5d","2024-08-12 14:33:46.20281+00",False
9331,"LG355N1C-N5",NULL,"LG","Solar Panel","6810761f-8cd6-4b1a-a6ae-599202c0b0f0","2024-08-12 14:33:46.20281+00",False
9332,"LG355N1K-A6",NULL,"LG","Solar Panel","29e0b75e-9ea1-443a-a5ba-3c8b0f44b3b6","2024-08-12 14:33:46.20281+00",False
9333,"LG355N1K-L5",NULL,"LG","Solar Panel","c0b644de-b96a-4b1d-a9bd-4760607cb432","2024-08-12 14:33:46.20281+00",False
9334,"LG355N1K-B6",NULL,"LG","Solar Panel","89f5c36f-ef22-4d3c-8813-0383cae9a80d","2024-08-12 14:33:46.20281+00",False
9335,"LG355N1W-A6",NULL,"LG","Solar Panel","97dc2e09-1052-4997-bcda-e2346265ea64","2024-08-12 14:33:46.20281+00",False
9336,"LG355N1K-E6",NULL,"LG","Solar Panel","61854a0c-0e15-43a2-855f-bb8f72a32497","2024-08-12 14:33:46.20281+00",False
9337,"LG355N1W-N5",NULL,"LG","Solar Panel","8c5424ec-50b7-47d1-a0cb-028f42dec4fb","2024-08-12 14:33:46.20281+00",False
9338,"LG355N1W-L5",NULL,"LG","Solar Panel","63f8f009-25b1-4838-a461-29ddd40483ca","2024-08-12 14:33:46.20281+00",False
9339,"LG355N1W-V5",NULL,"LG","Solar Panel","9e1a6dd3-1384-467c-a7c3-4d15ac85decd","2024-08-12 14:33:46.20281+00",False
9340,"LG355N1W-E6",NULL,"LG","Solar Panel","cfbea2db-268e-4dca-b1a4-31014c696a4e","2024-08-12 14:33:46.20281+00",False
9341,"LG355N2T-A4",NULL,"LG","Solar Panel","7e74568b-4f86-48a6-8974-b3f7d8a2eb88","2024-08-12 14:33:46.20281+00",False
9342,"LG355Q1C-A5",NULL,"LG","Solar Panel","e54c3de4-3a0e-4654-a06e-583fc740319d","2024-08-12 14:33:46.20281+00",False
9343,"LG355N2C-B3",NULL,"LG","Solar Panel","e710b088-7b4b-4852-9ff4-51d130660790","2024-08-12 14:33:46.20281+00",False
9344,"LG355N2W-B3",NULL,"LG","Solar Panel","5b5bdb77-13c9-4a2c-bdab-e98495543952","2024-08-12 14:33:46.20281+00",False
9345,"LG355Q1K-A5",NULL,"LG","Solar Panel","6b6c4e09-9993-4319-9e14-4f1ea8ad2806","2024-08-12 14:33:46.20281+00",False
9346,"LG355Q1C-V5",NULL,"LG","Solar Panel","b65670a1-13cc-4d4d-8405-879f54af28e1","2024-08-12 14:33:46.20281+00",False
9347,"LG355Q1K-V5",NULL,"LG","Solar Panel","b3a622e3-63bd-4f3d-b42b-2046edbacedd","2024-08-12 14:33:46.20281+00",False
9348,"LG355S2W-A5",NULL,"LG","Solar Panel","85ae234d-1d61-42ee-a329-5d063f9d294b","2024-08-12 14:33:46.20281+00",False
9349,"LG360M1K-A6",NULL,"LG","Solar Panel","81faaae4-f59a-4fc2-9e06-f86736108f2d","2024-08-12 14:33:46.20281+00",False
9350,"LG360A1K-V5",NULL,"LG","Solar Panel","4205668a-e6c4-4bbc-85fb-423197407ef7","2024-08-12 14:33:46.20281+00",False
9351,"LG360A1C-A5",NULL,"LG","Solar Panel","47f1adcf-9794-4879-a550-056be783843f","2024-08-12 14:33:46.20281+00",False
9352,"LG360M1C-N5",NULL,"LG","Solar Panel","13244c49-cf79-45f5-b34e-5cea6124100f","2024-08-12 14:33:46.20281+00",False
9353,"LG360N1C-A6",NULL,"LG","Solar Panel","26e791c6-30b6-4dec-afbd-893be4754240","2024-08-12 14:33:46.20281+00",False
9354,"LG360N1C-N5",NULL,"LG","Solar Panel","9c69c094-1298-4277-bd63-385e11e90c3c","2024-08-12 14:33:46.20281+00",False
9355,"LG360N1C-L5",NULL,"LG","Solar Panel","ca608aaf-d8e8-42fa-96dc-bce113b5a270","2024-08-12 14:33:46.20281+00",False
9356,"LG360N1C-E6",NULL,"LG","Solar Panel","e3002d9b-94e3-45df-98b0-310a88cf7fe6","2024-08-12 14:33:46.20281+00",False
9357,"LG360N1K-E6",NULL,"LG","Solar Panel","4dd656b2-33a5-4856-aa0a-8b003802dce3","2024-08-12 14:33:46.20281+00",False
9358,"LG360N1K-A6",NULL,"LG","Solar Panel","ca672f65-d0f1-406c-8e9a-e5e2c774394a","2024-08-12 14:33:46.20281+00",False
9359,"LG360N1K-B6",NULL,"LG","Solar Panel","2394e06d-b9b1-44f8-a746-df5df3599b8b","2024-08-12 14:33:46.20281+00",False
9360,"LG360N1W-A6",NULL,"LG","Solar Panel","ba46dcb3-0771-4839-ac4e-6a6a76ed3888","2024-08-12 14:33:46.20281+00",False
9361,"LG360N2C-B3",NULL,"LG","Solar Panel","22aa8ed7-f51e-4d59-a640-32f34ac62640","2024-08-12 14:33:46.20281+00",False
9362,"LG360N1W-L5",NULL,"LG","Solar Panel","a306631f-27d2-4c03-b2fc-2734ce46792b","2024-08-12 14:33:46.20281+00",False
9363,"LG360N1W-E6",NULL,"LG","Solar Panel","3d816e83-d4dc-46a2-ba2b-576d33a8bd25","2024-08-12 14:33:46.20281+00",False
9364,"LG360N1W-N5",NULL,"LG","Solar Panel","7964767e-0663-4378-a517-c27eae2e5980","2024-08-12 14:33:46.20281+00",False
9365,"LG360N2K-G4",NULL,"LG","Solar Panel","c7326d99-5735-4e35-90c0-61daeba60d9f","2024-08-12 14:33:46.20281+00",False
9366,"LG360N2T-A4",NULL,"LG","Solar Panel","c072a75f-6221-4694-813e-48705ce7dc45","2024-08-12 14:33:46.20281+00",False
9367,"LG360N2C-G4",NULL,"LG","Solar Panel","ca4195a9-edea-4e2c-959e-fd2840e7caa8","2024-08-12 14:33:46.20281+00",False
9368,"LG360N2W-B3",NULL,"LG","Solar Panel","ee2cd4c7-7a8e-466e-a70c-70692f785ea6","2024-08-12 14:33:46.20281+00",False
9369,"LG360N2W-G4",NULL,"LG","Solar Panel","1f7b6939-c67e-49e1-b224-e933df5d5987","2024-08-12 14:33:46.20281+00",False
9370,"LG360Q1K-A5",NULL,"LG","Solar Panel","11c335b2-2d39-4ab6-93df-bcb54bd6010c","2024-08-12 14:33:46.20281+00",False
9371,"LG360Q1C-V5",NULL,"LG","Solar Panel","edc24d8a-9562-4c3e-91b1-b458d5683ca7","2024-08-12 14:33:46.20281+00",False
9372,"LG360Q1C-A5",NULL,"LG","Solar Panel","d7470c99-654d-44b3-a7dc-41f1fc699b25","2024-08-12 14:33:46.20281+00",False
9373,"LG365A1C-A5",NULL,"LG","Solar Panel","a1756d37-4e06-4457-8b70-7b76151b6ada","2024-08-12 14:33:46.20281+00",False
9374,"LG360S2W-A5",NULL,"LG","Solar Panel","82e131ce-8609-4ee2-96ca-f2dfdeed723d","2024-08-12 14:33:46.20281+00",False
9375,"LG360Q1K-V5",NULL,"LG","Solar Panel","de48e63b-d517-4b73-bed3-da03603e7f73","2024-08-12 14:33:46.20281+00",False
9376,"LG365A1C-V5",NULL,"LG","Solar Panel","a864020d-8243-458f-ae72-771b110b9a41","2024-08-12 14:33:46.20281+00",False
9377,"LG365N1C-A6",NULL,"LG","Solar Panel","ce4d1428-c22f-494c-ac65-9c0ff1b2187e","2024-08-12 14:33:46.20281+00",False
9378,"LG365M1K-A6",NULL,"LG","Solar Panel","6f8fa6c5-fdf6-4233-8836-6188b97d8d5b","2024-08-12 14:33:46.20281+00",False
9379,"LG365M1C-N5",NULL,"LG","Solar Panel","74eb1790-73c9-45da-a50c-4b99334a11d6","2024-08-12 14:33:46.20281+00",False
9380,"LG365A1K-V5",NULL,"LG","Solar Panel","73e77cff-aac9-4b1c-be85-aa13674934a9","2024-08-12 14:33:46.20281+00",False
9381,"LG365N1C-L5",NULL,"LG","Solar Panel","d272b295-ca44-49cb-95a5-584b446646f6","2024-08-12 14:33:46.20281+00",False
9382,"LG365N1K-A6",NULL,"LG","Solar Panel","39d4303c-be70-4ba3-a7cf-6146c906e279","2024-08-12 14:33:46.20281+00",False
9383,"LG365N1C-N5",NULL,"LG","Solar Panel","459f96d1-5e45-4a57-8e39-91133a458d45","2024-08-12 14:33:46.20281+00",False
9384,"LG365N1C-E6",NULL,"LG","Solar Panel","ec6654f1-89ed-4aff-a07b-b3c5f9990e6f","2024-08-12 14:33:46.20281+00",False
9385,"LG365N1W-E6",NULL,"LG","Solar Panel","1e063fbe-80df-4cb6-a0c0-2931c5b06a0d","2024-08-12 14:33:46.20281+00",False
9386,"LG365N1K-E6",NULL,"LG","Solar Panel","547989ec-31ca-4330-99db-4d76ca287800","2024-08-12 14:33:46.20281+00",False
9387,"LG365N1K-B6",NULL,"LG","Solar Panel","9d49fb51-a2ef-45be-ac8a-b947ffd62244","2024-08-12 14:33:46.20281+00",False
9388,"LG365N1W-A6",NULL,"LG","Solar Panel","131aa77b-abef-4c15-ae7c-3951ac293dda","2024-08-12 14:33:46.20281+00",False
9389,"LG365N2C-G4",NULL,"LG","Solar Panel","12bd3621-18bc-4149-803b-2b7a8256d0d7","2024-08-12 14:33:46.20281+00",False
9390,"LG365N1W-N5",NULL,"LG","Solar Panel","571e0219-d0a6-46d2-b679-1d698459a22e","2024-08-12 14:33:46.20281+00",False
9391,"LG365N2C-B3",NULL,"LG","Solar Panel","de29784e-7be6-48e6-a937-73701558845d","2024-08-12 14:33:46.20281+00",False
9392,"LG365N1W-L5",NULL,"LG","Solar Panel","508b1dc1-5e95-4058-a408-f28f143c919f","2024-08-12 14:33:46.20281+00",False
9393,"LG365N2T-A4",NULL,"LG","Solar Panel","d7641dbd-29cc-4539-9cea-51d3b4f6c724","2024-08-12 14:33:46.20281+00",False
9394,"LG365N2K-G4",NULL,"LG","Solar Panel","d818086e-8581-4268-8edf-c6eb1bd6f6ad","2024-08-12 14:33:46.20281+00",False
9395,"LG365N2W-B3",NULL,"LG","Solar Panel","1ad91b22-cc9b-4dbb-a002-a08aab99ce00","2024-08-12 14:33:46.20281+00",False
9396,"LG365N2W-G4",NULL,"LG","Solar Panel","c69651a0-0b3d-4aa2-b1ac-63afd9365dbe","2024-08-12 14:33:46.20281+00",False
9397,"LG365Q1C-V5",NULL,"LG","Solar Panel","1deca76f-0d6e-40ca-846a-622d3f9d6b68","2024-08-12 14:33:46.20281+00",False
9398,"LG365Q1C-A5",NULL,"LG","Solar Panel","3d3faa6f-c404-452a-8508-e3092f5fcc04","2024-08-12 14:33:46.20281+00",False
9399,"LG365Q1K-V5",NULL,"LG","Solar Panel","619abc34-3f20-4626-a4f5-2c52412c8831","2024-08-12 14:33:46.20281+00",False
9400,"LG365S2W-A5",NULL,"LG","Solar Panel","da517784-c2c3-4e83-a735-bf61040c3035","2024-08-12 14:33:46.20281+00",False
9401,"LG370A1C-A5",NULL,"LG","Solar Panel","a269c716-c25a-44e4-94de-05d0a593b848","2024-08-12 14:33:46.20281+00",False
9402,"LG370A1C-V5",NULL,"LG","Solar Panel","ee7b9bf4-ba3c-48eb-b2e6-958ed4edae23","2024-08-12 14:33:46.20281+00",False
9403,"LG370M1K-A6",NULL,"LG","Solar Panel","74486f21-4ebc-41bc-ae90-b57e95c43d0c","2024-08-12 14:33:46.20281+00",False
9404,"LG370M1C-N5",NULL,"LG","Solar Panel","f4752a5f-004d-472d-8325-e46660bb4dd7","2024-08-12 14:33:46.20281+00",False
9405,"LG370N1K-A6",NULL,"LG","Solar Panel","5f48122f-7c93-49d9-9042-85ce3da916d0","2024-08-12 14:33:46.20281+00",False
9406,"LG370N1C-A6",NULL,"LG","Solar Panel","7c539ba8-98af-46bd-9713-6c54d49fe57b","2024-08-12 14:33:46.20281+00",False
9407,"LG370N1C-N5",NULL,"LG","Solar Panel","d78cb706-d770-4aeb-93cd-48ded737c5e7","2024-08-12 14:33:46.20281+00",False
9408,"LG370N1C-E6",NULL,"LG","Solar Panel","d4b2d96a-ae2b-45ea-8aed-5b2ea345282b","2024-08-12 14:33:46.20281+00",False
9409,"LG370N1K-B6",NULL,"LG","Solar Panel","9e68da1b-65e2-4535-8dd9-d93497d408ab","2024-08-12 14:33:46.20281+00",False
9410,"LG370N1W-A6",NULL,"LG","Solar Panel","f1fd75bc-a22a-47cb-85ef-9d0420e89778","2024-08-12 14:33:46.20281+00",False
9411,"LG370N1K-E6",NULL,"LG","Solar Panel","27ed54ec-2477-40f5-a19d-aaca9d5ece52","2024-08-12 14:33:46.20281+00",False
9412,"LG370N1W-E6",NULL,"LG","Solar Panel","37bff62d-cb2b-466e-a4af-c64d50f57b68","2024-08-12 14:33:46.20281+00",False
9413,"LG370N2C-G4",NULL,"LG","Solar Panel","b54bc771-d228-4dba-b48e-bee94e2180cf","2024-08-12 14:33:46.20281+00",False
9414,"LG370N2C-B3",NULL,"LG","Solar Panel","3f4fdbc4-6a56-4518-969f-7900958c0c78","2024-08-12 14:33:46.20281+00",False
9415,"LG370N1W-N5",NULL,"LG","Solar Panel","40090b0b-74ce-49fb-9c60-b1c938c12a0c","2024-08-12 14:33:46.20281+00",False
9416,"LG370N2K-G4",NULL,"LG","Solar Panel","282ee7b1-2dee-41ca-83fd-1a9fbd22a53c","2024-08-12 14:33:46.20281+00",False
9417,"LG370N2T-A4",NULL,"LG","Solar Panel","b54bf561-8c6c-4274-80db-c6ca4b38b3dd","2024-08-12 14:33:46.20281+00",False
9418,"LG370N2W-B3",NULL,"LG","Solar Panel","44607bbb-67fc-43e8-a878-a3803f1c57c0","2024-08-12 14:33:46.20281+00",False
9419,"LG370N2W-G4",NULL,"LG","Solar Panel","d868d829-05a0-48db-b4d8-7d51f2ec9a87","2024-08-12 14:33:46.20281+00",False
9420,"LG370N2T-A5",NULL,"LG","Solar Panel","e62eb7fc-31ca-4376-bad0-0f6a839c2b1d","2024-08-12 14:33:46.20281+00",False
9421,"LG370S2W-A5",NULL,"LG","Solar Panel","f7dee95f-e9f5-4b5f-bfd1-d92f18b5a0f5","2024-08-12 14:33:46.20281+00",False
9422,"LG370Q1C-V5",NULL,"LG","Solar Panel","3a53cd98-8da3-43a1-8825-97e89f88087b","2024-08-12 14:33:46.20281+00",False
9423,"LG370Q1C-A5",NULL,"LG","Solar Panel","81e74df8-73e2-4651-bb20-900bdd86f9b9","2024-08-12 14:33:46.20281+00",False
9424,"LG370Q1K-V5",NULL,"LG","Solar Panel","7a290dec-273f-49c2-8956-238949543bf3","2024-08-12 14:33:46.20281+00",False
9425,"LG375A1C-V5",NULL,"LG","Solar Panel","284b9cd5-0a17-4f6d-9e29-1f5aa2b54c92","2024-08-12 14:33:46.20281+00",False
9426,"LG375M1C-A6",NULL,"LG","Solar Panel","b64babce-b035-40c1-9167-b3e1823bf238","2024-08-12 14:33:46.20281+00",False
9427,"LG375M1K-A6",NULL,"LG","Solar Panel","561fbaed-4376-4dd7-ad4a-20d79f59e02f","2024-08-12 14:33:46.20281+00",False
9428,"LG375N1C-A6",NULL,"LG","Solar Panel","b2b39705-8804-469b-af93-02371c6c7bca","2024-08-12 14:33:46.20281+00",False
9429,"LG375N1K-A6",NULL,"LG","Solar Panel","cb62a17e-999e-4904-bb66-30dbd2711cfa","2024-08-12 14:33:46.20281+00",False
9430,"LG375N1C-E6",NULL,"LG","Solar Panel","830b0e85-7fe0-4449-9143-8f368745f12c","2024-08-12 14:33:46.20281+00",False
9431,"LG375N1K-E6",NULL,"LG","Solar Panel","6521d47a-a9dc-4e78-8515-1571c39ba1ce","2024-08-12 14:33:46.20281+00",False
9432,"LG375N1W-A6",NULL,"LG","Solar Panel","2af95e31-a875-465a-a8b3-22868b01c328","2024-08-12 14:33:46.20281+00",False
9433,"LG375N1W-E6",NULL,"LG","Solar Panel","fa1b3a71-c898-4155-96bc-8e85936abf5c","2024-08-12 14:33:46.20281+00",False
9434,"LG375N2C-B3",NULL,"LG","Solar Panel","199af847-169c-4291-ab17-633bc4716320","2024-08-12 14:33:46.20281+00",False
9435,"LG375N2K-A5",NULL,"LG","Solar Panel","169ce98f-9b54-45d3-8a9d-7d7b999557a0","2024-08-12 14:33:46.20281+00",False
9436,"LG375N2C-G4",NULL,"LG","Solar Panel","26a2b319-9f37-4b4e-b101-a44f802ef095","2024-08-12 14:33:46.20281+00",False
9437,"LG375N2T-A4",NULL,"LG","Solar Panel","2dd4b5d9-8b89-4e94-904e-698a2a8b9d24","2024-08-12 14:33:46.20281+00",False
9438,"LG375N2W-B3",NULL,"LG","Solar Panel","c17248cb-6794-4c69-b84b-ba3164150e58","2024-08-12 14:33:46.20281+00",False
9439,"LG375N2K-G4",NULL,"LG","Solar Panel","926fd113-7fac-44fa-8982-d35e3952a2a3","2024-08-12 14:33:46.20281+00",False
9440,"LG375N2T-A5",NULL,"LG","Solar Panel","268e6892-49eb-4e0f-926b-b4450b28e9cc","2024-08-12 14:33:46.20281+00",False
9441,"LG375Q1C-V5",NULL,"LG","Solar Panel","f559a43b-178a-4a56-82e9-d2d7011efd7c","2024-08-12 14:33:46.20281+00",False
9442,"LG375N2W-G4",NULL,"LG","Solar Panel","3c6d134e-830d-4bbd-82fd-4d831cdedd95","2024-08-12 14:33:46.20281+00",False
9443,"LG375Q1K-A6",NULL,"LG","Solar Panel","a83db05e-3a2c-4886-ad19-b39cdc905750","2024-08-12 14:33:46.20281+00",False
9444,"LG380A1C-V5",NULL,"LG","Solar Panel","2165f0dc-56f4-4750-9dd4-bdc5f5a9cd93","2024-08-12 14:33:46.20281+00",False
9445,"LG380N1C-E6",NULL,"LG","Solar Panel","74b25822-cb87-4b54-ab1c-1e13589ce271","2024-08-12 14:33:46.20281+00",False
9446,"LG380N1C-A6",NULL,"LG","Solar Panel","a4813391-6035-483f-96c1-2b08c0751b20","2024-08-12 14:33:46.20281+00",False
9447,"LG380M1C-A6",NULL,"LG","Solar Panel","8b22aef4-a8a8-407f-9120-87499789de0e","2024-08-12 14:33:46.20281+00",False
9448,"LG380M1K-A6",NULL,"LG","Solar Panel","b93816c5-c678-4e6e-8796-937e55338571","2024-08-12 14:33:46.20281+00",False
9449,"LG380N1W-A6",NULL,"LG","Solar Panel","b5dc2492-3e73-4406-9f58-d9192a20d658","2024-08-12 14:33:46.20281+00",False
9450,"LG380N1K-E6",NULL,"LG","Solar Panel","7f4e4623-4721-416d-99f9-b102c960fad6","2024-08-12 14:33:46.20281+00",False
9451,"LG380N1W-E6",NULL,"LG","Solar Panel","516f7232-1bc8-4430-92d8-a7cbc42d8b16","2024-08-12 14:33:46.20281+00",False
9452,"LG380N1K-A6",NULL,"LG","Solar Panel","124d7c5b-0a60-417d-8594-4e0ebe7765dc","2024-08-12 14:33:46.20281+00",False
9453,"LG380N2C-G4",NULL,"LG","Solar Panel","091a87e8-7849-4fca-ad6d-aa0213934202","2024-08-12 14:33:46.20281+00",False
9454,"LG380N2C-A5",NULL,"LG","Solar Panel","434ea496-768b-4810-93c8-bb5c314ceb35","2024-08-12 14:33:46.20281+00",False
9455,"LG380N2K-G4",NULL,"LG","Solar Panel","75754e1e-6ac0-4549-940a-789b3faafef6","2024-08-12 14:33:46.20281+00",False
9456,"LG380N2K-A5",NULL,"LG","Solar Panel","f5901e8c-f3d4-4e6c-872d-71fa94320655","2024-08-12 14:33:46.20281+00",False
9457,"LG380N2W-G4",NULL,"LG","Solar Panel","5cfe47eb-0364-409f-a9c7-f5722f101aa3","2024-08-12 14:33:46.20281+00",False
9458,"LG380N2T-A5",NULL,"LG","Solar Panel","91899bf0-da94-4436-b005-0f4773d22b7a","2024-08-12 14:33:46.20281+00",False
9459,"LG380N2T-A4",NULL,"LG","Solar Panel","7562eee1-a91a-48f3-951e-bb7ee8a0b7f2","2024-08-12 14:33:46.20281+00",False
9460,"LG380N2W-A5",NULL,"LG","Solar Panel","c57f5fdb-0435-4cbe-a889-dd7d602fc91a","2024-08-12 14:33:46.20281+00",False
9461,"LG380N2W-V5",NULL,"LG","Solar Panel","f5f033b1-548a-4816-9e42-872cb3a52c6d","2024-08-12 14:33:46.20281+00",False
9462,"LG385M1C-A6",NULL,"LG","Solar Panel","3c0adc27-2b5b-44fa-a016-b6397d40ba16","2024-08-12 14:33:46.20281+00",False
9463,"LG380Q1C-V5",NULL,"LG","Solar Panel","a91acff7-78ce-4ed3-ab90-9f413de1de6d","2024-08-12 14:33:46.20281+00",False
9464,"LG380Q1K-A6",NULL,"LG","Solar Panel","729dbabf-d0ad-42c3-8260-21a2d3d3795c","2024-08-12 14:33:46.20281+00",False
9465,"LG385N1K-E6",NULL,"LG","Solar Panel","32f42d40-defa-4a60-920d-296c8cdefdb9","2024-08-12 14:33:46.20281+00",False
9466,"LG385N1C-E6",NULL,"LG","Solar Panel","27dd530c-dc65-4f59-bfd3-21d0b2bd174e","2024-08-12 14:33:46.20281+00",False
9467,"LG385N1W-A6",NULL,"LG","Solar Panel","7a46f306-1409-4f4d-b39e-5e16c287788e","2024-08-12 14:33:46.20281+00",False
9468,"LG385N1C-A6",NULL,"LG","Solar Panel","8b348a6d-8450-47d2-8b28-7b4bd5937267","2024-08-12 14:33:46.20281+00",False
9469,"LG385N1W-E6",NULL,"LG","Solar Panel","0eb7da17-cc66-4ae1-8f3e-40f7a10eaaf2","2024-08-12 14:33:46.20281+00",False
9470,"LG385N2C-A5",NULL,"LG","Solar Panel","859216d9-c3bb-4a38-800a-53151a398342","2024-08-12 14:33:46.20281+00",False
9471,"LG385N2K-A5",NULL,"LG","Solar Panel","73dbee01-9dd4-46b1-ac8e-499b772debb3","2024-08-12 14:33:46.20281+00",False
9472,"LG385N2C-G4",NULL,"LG","Solar Panel","27090366-0981-4c2e-bbc5-a941be208514","2024-08-12 14:33:46.20281+00",False
9473,"LG385N2W-G4",NULL,"LG","Solar Panel","62774f46-50ef-40a5-810f-d678bdaa0b94","2024-08-12 14:33:46.20281+00",False
9474,"LG385N2W-A5",NULL,"LG","Solar Panel","f811cf6f-5281-4bef-8949-4d3e969a5807","2024-08-12 14:33:46.20281+00",False
9475,"LG385N2T-J5",NULL,"LG","Solar Panel","12969219-564e-4758-97cc-42dd1d0b0ebe","2024-08-12 14:33:46.20281+00",False
9476,"LG385N2T-A5",NULL,"LG","Solar Panel","014de2b2-e7e2-4403-8dd4-b99c58cd92e8","2024-08-12 14:33:46.20281+00",False
