action,confidence,id,uuid,equipment_type,current_manufacturer,current_model,new_manufacturer,new_model,duplicate_of_id,reason
DELETE,90.0,18,e3bd4088-1bda-4b41-8233-8e2914c54a79,MicroInverter,Enphase,IQ6-60-ACM-US,,,14,Duplicate of ID 14 (90.0% match)
DELETE,90.0,23,20a4748a-c3d4-46ec-90ff-429aecb4f4da,MicroInverter,Enphase,IQ7-60-ACM-US,,,22,Duplicate of ID 22 (90.0% match)
DELETE,90.0,37,1be3803f-a168-414d-84e3-1fd5391778e3,MicroInverter,Enphase,IQ7AS-66-5-US,,,22,Duplicate of ID 22 (90.0% match)
DELETE,90.0,73,2f89708a-5863-40b9-a8b5-2960ff79e5ad,MicroInverter,Enphase,IQ7XS-96-5-US,,,22,Duplicate of ID 22 (90.0% match)
DELETE,90.0,85,b6e0cb91-347e-44f2-b1fc-5db00a32cc3a,MicroInverter,Enphase,IQ8M-72-2-US,,,32,Duplicate of ID 32 (90.0% match)
DELETE,90.0,87,2688fb3e-93d6-4d85-8bd8-59ec5dad6439,MicroInverter,Enphase,IQ8A-72-M-US,,,32,Duplicate of ID 32 (90.0% match)
DELETE,90.0,535,3d736767-d3be-4da8-a522-9716a865da5e,Inverter,SMA,SB-7000US (208V),,,534,Duplicate of ID 534 (90.0% match)
DELETE,90.0,556,24e1a16d-3f53-425f-b517-dacfe288d865,Inverter,SMA,STP20000TL-US-10,,,553,Duplicate of ID 553 (90.0% match)
DELETE,90.0,557,7d4cca5f-7bf3-4e4b-9ea6-fea84d1b6568,Inverter,SMA,STP24000TL-US-10,,,553,Duplicate of ID 553 (90.0% match)
DELETE,90.0,559,ed71f613-0d68-48b9-86eb-9b6d5a5af02d,Inverter,SMA,STP30000TL-US-10,,,553,Duplicate of ID 553 (90.0% match)
DELETE,90.0,563,dfb1e834-2c01-4fbe-bb71-eacd6decb75e,SMS,SMA,Sunny Boy 7.7-US,,,558,Duplicate of ID 558 (90.0% match)
DELETE,90.0,581,54bac0b7-4f02-4724-9fb9-64842c792cf7,Inverter,SolarEdge,SE3800A-US,,,580,Duplicate of ID 580 (90.0% match)
DELETE,90.0,584,d036e391-4596-4143-b3f2-1800d476f8df,Inverter,SolarEdge,SE3300A-US,,,580,Duplicate of ID 580 (90.0% match)
DELETE,90.0,597,95164f46-177b-48ab-81b3-d813141241af,Inverter,SolarEdge,SE7600H-US,,,580,Duplicate of ID 580 (90.0% match)
DELETE,90.0,675,6cd48e13-d9c7-4360-9e26-7e32fc250bb0,Inverter,Yaskawa Solectria Solar,XGI 1500-166/166,,,671,Duplicate of ID 671 (90.0% match)
DELETE,90.0,929,849f806b-de23-4146-a01d-08d782d09ffc,Solar Panel,Andalay Solar,LW-235-1-AC0-D-B,,,925,Duplicate of ID 925 (90.0% match)
DELETE,90.0,930,fd1fe05f-5d1f-453d-a6e4-271e5016892a,Solar Panel,Andalay Solar,LW-235-1-AC2-D-B,,,925,Duplicate of ID 925 (90.0% match)
DELETE,90.0,931,460f805c-9bfa-4e8d-adc1-7874632580e0,Solar Panel,Andalay Solar,LW-235-1-AC3-B-B,,,925,Duplicate of ID 925 (90.0% match)
DELETE,90.0,933,13d614f9-9998-41f7-a31e-0debd159f676,Solar Panel,Andalay Solar,LW-240-1-AC3-B-B,,,925,Duplicate of ID 925 (90.0% match)
DELETE,90.0,934,1cb2b3f7-7bbe-414c-97c6-b1d205b27b7f,Solar Panel,Andalay Solar,LW-240-1-AC0-D-B,,,925,Duplicate of ID 925 (90.0% match)
DELETE,90.0,935,a8f34bc7-c6bd-4f95-ab78-e9d9b5a58262,Solar Panel,Andalay Solar,LW-240-1-AC2-D-B,,,925,Duplicate of ID 925 (90.0% match)
DELETE,90.0,951,e2bba8e6-865d-4c2e-9534-c7c8fecf9294,Solar Panel,Anji Dasol,DS-A4-220,,,950,Duplicate of ID 950 (90.0% match)
DELETE,90.0,955,c08fd7cf-1ea0-4f2e-943f-18b19378cf04,Solar Panel,Anji Dasol,DS-A4-230,,,950,Duplicate of ID 950 (90.0% match)
DELETE,90.0,1719,6bde174e-565e-4b2a-a9d3-1f4eaceb3b59,Solar Panel,AXITEC,AC-310MH/120S,,,1714,Duplicate of ID 1714 (90.0% match)
DELETE,90.0,1723,fc99b4df-771c-4f39-b283-3c5386512667,Solar Panel,AXITEC,AC-315MH/120S,,,1714,Duplicate of ID 1714 (90.0% match)
DELETE,90.0,1732,c2c4760b-d1ea-4a60-8ae0-e5b2cb286254,Solar Panel,AXITEC,AC-320MH/120S,,,1714,Duplicate of ID 1714 (90.0% match)
DELETE,90.0,1735,a273d134-6a2f-45c6-94f1-d75fb84bb570,Solar Panel,AXITEC,AC-325MH/120S,,,1714,Duplicate of ID 1714 (90.0% match)
DELETE,90.0,1741,e4e6a538-1d13-4e94-af8a-403cf9c7fdba,Solar Panel,AXITEC,AC-330MH/120S,,,1714,Duplicate of ID 1714 (90.0% match)
DELETE,90.0,1751,954c1a9d-8df4-4581-bc43-263129932905,Solar Panel,AXITEC,AC-335MH/120S,,,1714,Duplicate of ID 1714 (90.0% match)
DELETE,90.0,1764,e2dfa742-2709-462c-8f1a-fc5818e7d3bc,Solar Panel,AXITEC,AC-340MH/120S,,,1714,Duplicate of ID 1714 (90.0% match)
DELETE,90.0,1792,27b06146-98e9-40bd-875a-dc75a5aa3d65,Solar Panel,AXITEC,AC-360MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1793,dd240e97-348d-49d9-b1c9-3557541fb91a,Solar Panel,AXITEC,AC-365MH/144S,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1801,696a16ca-6237-4a9d-b221-947686c811d2,Solar Panel,AXITEC,AC-370MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1806,e2e05e8f-bf64-4f97-aefa-c26f5ea91943,Solar Panel,AXITEC,AC-375MH/144S,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1810,fdbffb94-ccd8-434d-8edd-f49301d82932,Solar Panel,AXITEC,AC-385MH/144S,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1812,f55b4dfd-a97e-4507-ac6d-bc0a442ecd3d,Solar Panel,AXITEC,AC-380MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1813,5febb9f3-e272-4ba6-bc23-1b45b4b9a628,Solar Panel,AXITEC,AC-390MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1820,b9b20724-1819-43d1-a208-28b88ffc2df5,Solar Panel,AXITEC,AC-395MH/144S,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1821,4316f6fe-a977-47e1-8328-3133464843c3,Solar Panel,AXITEC,AC-405MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1822,327a8fc7-3c3e-48a2-90fe-005b4de69d56,Solar Panel,AXITEC,AC-405MH/144S,,,1791,Duplicate of ID 1791 (90.0% match)
DELETE,90.0,1824,57830597-f936-442b-9d72-2015a9ab12a8,Solar Panel,AXITEC,AC-400MH/144S,,,1791,Duplicate of ID 1791 (90.0% match)
DELETE,90.0,1825,5a8d7180-eb9e-43ef-a2a4-fc71b3cd5a0b,Solar Panel,AXITEC,AC-415MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1827,8a189df3-8ec4-44a8-b679-6b31b483ca41,Solar Panel,AXITEC,AC-410MH/144S,,,1791,Duplicate of ID 1791 (90.0% match)
DELETE,90.0,1828,1615bfa1-2351-43ce-ac4b-bf5b6cdd18dd,Solar Panel,AXITEC,AC-410MB/144V,,,1823,Duplicate of ID 1823 (90.0% match)
DELETE,90.0,1829,78978632-630c-483b-86df-797390e72fd8,Solar Panel,AXITEC,AC-430MB/144V,,,1823,Duplicate of ID 1823 (90.0% match)
DELETE,90.0,1830,56f7c0d6-3df0-441f-98d8-a5535c2c9fc4,Solar Panel,AXITEC,AC-425MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1833,79f071f4-2e41-41cb-8887-65f89bbb9f74,Solar Panel,AXITEC,AC-440MB/144V,,,1823,Duplicate of ID 1823 (90.0% match)
DELETE,90.0,1834,b71d0446-cd01-4b75-853b-b60c2e18c3b5,Solar Panel,AXITEC,AC-435MB/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1836,799f1d1e-69b7-44eb-b635-7449e1ae2d8b,Solar Panel,AXITEC,AC-430MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1837,81022650-28a6-4e9d-92e8-a04657849b1b,Solar Panel,AXITEC,AC-450MB/144V,,,1823,Duplicate of ID 1823 (90.0% match)
DELETE,90.0,1839,b5c0f8b6-7ab8-498c-9736-2d14bfef9f5a,Solar Panel,AXITEC,AC-445MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1843,908749bf-dcf1-45fe-923a-839fb5011dfb,Solar Panel,AXITEC,AC-450MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1847,31df35d9-f4a4-4179-a4a5-d1c18e5af883,Solar Panel,AXITEC,AC-530MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,1854,05cd7d4c-6bc0-462e-9ba4-456c4ee7a14d,Solar Panel,AXITEC,AC-540MH/144V,,,1781,Duplicate of ID 1781 (90.0% match)
DELETE,90.0,2065,d242f226-f722-470a-97ca-fbd786d1032c,Solar Panel,Boviet Solar,BVM6612M-W5-360-H,,,1961,Duplicate of ID 1961 (90.0% match)
DELETE,90.0,2067,6e9195d5-b6e5-47e3-a1f6-25d0d4cb613a,Solar Panel,Boviet Solar,BVM6612M-W5-370-H,,,1961,Duplicate of ID 1961 (90.0% match)
DELETE,90.0,2069,8550a43b-29fc-487b-a7e1-fd504f4a3b89,Solar Panel,Boviet Solar,BVM6612M-W5-380-H,,,1961,Duplicate of ID 1961 (90.0% match)
DELETE,90.0,2070,730fb76e-81b1-44d0-aab5-9257a8ac6b48,Solar Panel,Boviet Solar,BVM6612M-W5-390-H,,,1961,Duplicate of ID 1961 (90.0% match)
DELETE,90.0,2115,4ccd64d8-0854-4bbf-8d5f-86b91820279e,Solar Panel,Boviet Solar,BVM7612M-520-H-HC,,,2085,Duplicate of ID 2085 (90.0% match)
DELETE,90.0,2117,f1cda058-9e45-483b-bdf0-f63b273197c8,Solar Panel,Boviet Solar,BVM7612M-530-H-HC,,,2085,Duplicate of ID 2085 (90.0% match)
DELETE,90.0,2127,f2dad558-7d5b-4a39-b143-af342c717ab7,Solar Panel,Boviet Solar,BVM7612M-540-H-HC,,,2085,Duplicate of ID 2085 (90.0% match)
DELETE,90.0,2131,60343931-ca1a-490a-8111-904f0e5f6233,Solar Panel,Boviet Solar,BVM7612M-550-H-HC,,,2085,Duplicate of ID 2085 (90.0% match)
DELETE,90.0,2136,ff964663-af1f-4898-9d23-98cba47f5cd7,Solar Panel,Boviet Solar,BVM7612M-555-H-HC,,,2085,Duplicate of ID 2085 (90.0% match)
DELETE,90.0,2138,a7621b47-9e25-4aad-a4d9-a421d8f06c73,Solar Panel,Boviet Solar,BVM7612M-560-H-HC,,,2085,Duplicate of ID 2085 (90.0% match)
DELETE,90.0,2218,d4721d89-496f-4dc0-8048-85b54d66b743,Solar Panel,Caterpillar,PVT107 ARC,,,2217,Duplicate of ID 2217 (90.0% match)
DELETE,90.0,2261,acfe3524-bb34-4278-920d-7ac40ef72913,Solar Panel,Centrosolar,DM60 245,,,2257,Duplicate of ID 2257 (90.0% match)
DELETE,90.0,2266,c43b91e4-e297-4cd5-bfcb-1004880a5cee,Solar Panel,Centrosolar,DM60 255,,,2257,Duplicate of ID 2257 (90.0% match)
DELETE,90.0,2268,bc104281-8aca-4b81-87d4-22cd58f4d70f,Solar Panel,Centrosolar,DM60 265,,,2257,Duplicate of ID 2257 (90.0% match)
DELETE,90.0,2274,854425c2-add9-41f1-ade1-cf2b1cd21f2f,Solar Panel,Centrosolar,DM72 315,,,2269,Duplicate of ID 2269 (90.0% match)
DELETE,90.0,2275,86ade428-6e3d-4775-a6a8-71f3aebd91f5,Solar Panel,Centrosolar,DM72 305,,,2269,Duplicate of ID 2269 (90.0% match)
DELETE,90.0,2277,754c459b-028c-4218-9b32-e9a08be31bb0,Solar Panel,Centrosolar,DM72 335,,,2269,Duplicate of ID 2269 (90.0% match)
DELETE,90.0,2282,d0d94e67-aee3-48b8-bd1e-caf9d7556f2d,Solar Panel,Centrosolar,DP36 140,,,2281,Duplicate of ID 2281 (90.0% match)
DELETE,90.0,2290,d0ca8bc8-5f6a-4754-902d-c17d2c4b16f2,Solar Panel,Centrosolar,DP48 190,,,2285,Duplicate of ID 2285 (90.0% match)
DELETE,90.0,2293,b0d2cbe0-f6f1-43ba-a2bb-df54dbb8abe2,Solar Panel,Centrosolar,DP54 210,,,2289,Duplicate of ID 2289 (90.0% match)
DELETE,90.0,2294,091098be-f333-4e5a-a96d-d53bcb1828ea,Solar Panel,Centrosolar,DP54 220,,,2289,Duplicate of ID 2289 (90.0% match)
DELETE,90.0,2295,c8f4391a-735d-4f7c-bdbd-ae5d8f4ccb6b,Solar Panel,Centrosolar,DP54 215,,,2285,Duplicate of ID 2285 (90.0% match)
DELETE,90.0,2296,cd6c447c-6cc6-49e3-a67c-f3b103409300,Solar Panel,Centrosolar,DP54 205,,,2289,Duplicate of ID 2289 (90.0% match)
DELETE,90.0,2297,dacb2a5d-1600-4ded-ac84-428a0fdf092c,Solar Panel,Centrosolar,DP54 230,,,2289,Duplicate of ID 2289 (90.0% match)
DELETE,90.0,2299,697829e2-c587-40da-9271-80c98aae45d8,Solar Panel,Centrosolar,DP60 220,,,2257,Duplicate of ID 2257 (90.0% match)
DELETE,90.0,2300,3f385852-edfa-4129-b445-90272ccc57c0,Solar Panel,Centrosolar,DP54 225,,,2298,Duplicate of ID 2298 (90.0% match)
DELETE,90.0,2303,35331249-7bc2-4e68-8223-5676960d89ee,Solar Panel,Centrosolar,DP60 240,,,2257,Duplicate of ID 2257 (90.0% match)
DELETE,90.0,2304,45b66129-adef-4199-9247-774d973bbbb8,Solar Panel,Centrosolar,DP60 235,,,2257,Duplicate of ID 2257 (90.0% match)
DELETE,90.0,2305,cba14bb5-ad48-44bb-af15-be5da45d4abc,Solar Panel,Centrosolar,DP60 250,,,2257,Duplicate of ID 2257 (90.0% match)
DELETE,90.0,2310,a849bb40-5678-4f83-a91f-c1eee9cc860a,Solar Panel,Centrosolar,DP60 270,,,2257,Duplicate of ID 2257 (90.0% match)
DELETE,90.0,2312,649188cf-9c8c-4eba-9abb-f79b272dc172,Solar Panel,Centrosolar,DP72 275,,,2269,Duplicate of ID 2269 (90.0% match)
DELETE,90.0,2315,130831c6-3b38-4172-916d-9d3ed9048d26,Solar Panel,Centrosolar,DP72 285,,,2269,Duplicate of ID 2269 (90.0% match)
DELETE,90.0,2316,296c157f-82a3-40ba-b9fd-5e5c10622550,Solar Panel,Centrosolar,DP72 290,,,2269,Duplicate of ID 2269 (90.0% match)
DELETE,90.0,2318,af019f6e-a485-4a6a-837e-95c9e388fbd1,Solar Panel,Centrosolar,DP72 305,,,2273,Duplicate of ID 2273 (90.0% match)
DELETE,90.0,2319,d5f81117-9325-4bc6-bb3d-b05e69a0277a,Solar Panel,Centrosolar,DP72 320,,,2273,Duplicate of ID 2273 (90.0% match)
DELETE,90.0,2320,8256d4e0-224f-4f34-9139-d74c088bbd9d,Solar Panel,Centrosolar,DP72 310,,,2273,Duplicate of ID 2273 (90.0% match)
DELETE,90.0,2321,a52e2f56-6c7d-40ac-a4db-31295674969f,Solar Panel,Centrosolar,DP72 325,,,2269,Duplicate of ID 2269 (90.0% match)
DELETE,90.0,2322,23724293-8d52-46ec-b04c-fac5c3dfe094,Solar Panel,Centrosolar,DP72 330,,,2273,Duplicate of ID 2273 (90.0% match)
DELETE,90.0,2498,1cdfab88-88e3-4b97-8f44-5fe50f32ea61,Solar Panel,Centrosolar,VS-140C1,,,2493,Duplicate of ID 2493 (90.0% match)
DELETE,90.0,2501,34e27443-f4bf-40f4-977f-bcf9e4f4ecd3,Solar Panel,Centrosolar,VS-145C2,,,2493,Duplicate of ID 2493 (90.0% match)
DELETE,90.0,2503,c380926a-85a5-4fac-8173-84f1c7e224fa,Solar Panel,Centrosolar,VS-150C2,,,2493,Duplicate of ID 2493 (90.0% match)
DELETE,90.0,2505,8278054d-9da9-4915-86f8-92578e99ebdb,Solar Panel,Centrosolar,VS-155C2,,,2493,Duplicate of ID 2493 (90.0% match)
DELETE,90.0,2507,88e1096f-2bf8-47e2-8ebf-175f0136ce43,Solar Panel,Centrosolar,VS-160C1,,,2493,Duplicate of ID 2493 (90.0% match)
DELETE,90.0,2659,c4a73615-0d50-47ef-869c-59319d29e994,Solar Panel,Chint,CHSM66M-HC-660,,,2653,Duplicate of ID 2653 (90.0% match)
DELETE,90.0,2660,e01fc590-69f8-4138-8194-ec7b6721cb7c,Solar Panel,Chint,CHSM66M-HC-670,,,2653,Duplicate of ID 2653 (90.0% match)
DELETE,90.0,2671,96fafd54-6bd3-4a98-97cb-70662150d14c,Solar Panel,Chint,CHSM66N-HC-655,,,2653,Duplicate of ID 2653 (90.0% match)
DELETE,90.0,2673,47354f34-1d31-45c5-8896-3201a852a4e7,Solar Panel,Chint,CHSM66N-HC-665,,,2653,Duplicate of ID 2653 (90.0% match)
DELETE,90.0,2674,9dac9292-0bff-4b02-b9b2-4aac1b3751a9,Solar Panel,Chint,CHSM66N-HC-675,,,2653,Duplicate of ID 2653 (90.0% match)
DELETE,90.0,2679,5b040e20-6626-43cd-8f73-969fd1469e5c,Solar Panel,Chint,CHSM66N-HC-685,,,2653,Duplicate of ID 2653 (90.0% match)
DELETE,90.0,2680,379bb13f-e229-4171-bbe5-26c84f1b4b01,Solar Panel,Chint,CHSM66N-HC-695,,,2653,Duplicate of ID 2653 (90.0% match)
DELETE,90.0,2690,567c45eb-cfe7-4268-afcc-9b7722063a0d,Solar Panel,Chint,CHSM72M-HC-525,,,2689,Duplicate of ID 2689 (90.0% match)
DELETE,90.0,2695,a54fe889-12ca-4557-9924-7760ab69e0e0,Solar Panel,Chint,CHSM72M-HC-545,,,2689,Duplicate of ID 2689 (90.0% match)
DELETE,90.0,2700,a05d6538-fdf8-4cc5-8f68-7301ecca0299,Solar Panel,CSI Solar,CS1H-320MS,,,2697,Duplicate of ID 2697 (90.0% match)
DELETE,90.0,2701,9b72b65f-50ec-480c-aff4-646818b208dd,Solar Panel,CSI Solar,CS1H-330MS,,,2697,Duplicate of ID 2697 (90.0% match)
DELETE,90.0,2703,dd928fb5-aa33-4c6a-8c62-43b2b28f981b,Solar Panel,CSI Solar,CS1H-340MS,,,2697,Duplicate of ID 2697 (90.0% match)
DELETE,90.0,2706,578e3219-cc14-46fd-adc6-7665b067cc2c,Solar Panel,CSI Solar,CS1Y-385MS,,,2697,Duplicate of ID 2697 (90.0% match)
DELETE,90.0,2708,1879890b-4382-47ca-b4cb-06dcbe461bfd,Solar Panel,CSI Solar,CS1Y-395MS,,,2697,Duplicate of ID 2697 (90.0% match)
DELETE,90.0,2709,1c8d39f0-847c-40de-958e-00867a2338e4,Solar Panel,CSI Solar,CS1Y-415MS,,,2697,Duplicate of ID 2697 (90.0% match)
DELETE,90.0,2710,c433b9ed-5325-4478-ae74-d448490cfa04,Solar Panel,CSI Solar,CS1Y-400MS,,,2705,Duplicate of ID 2705 (90.0% match)
DELETE,90.0,2711,78085e8e-f191-4869-97d2-9db5041cc076,Solar Panel,CSI Solar,CS1Y-405MS,,,2705,Duplicate of ID 2705 (90.0% match)
DELETE,90.0,2712,3b8eb163-e6ca-4178-8f6f-c980006eb035,Solar Panel,CSI Solar,CS1Y-410MS,,,2705,Duplicate of ID 2705 (90.0% match)
DELETE,90.0,2715,011df9e7-5e4b-4611-94a2-27964c08b55f,Solar Panel,CSI Solar,CS3K-290MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2717,fdfdfbd5-eb9f-4979-97c3-bd40d6078431,Solar Panel,CSI Solar,CS3K-315MS,,,2697,Duplicate of ID 2697 (90.0% match)
DELETE,90.0,2718,1cd9208e-ed5b-423d-9ada-33c065526147,Solar Panel,CSI Solar,CS3K-325MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2724,7d376ba4-be68-45ab-b6ee-1ae29d758385,Solar Panel,CSI Solar,CS3K-335MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2740,611f263f-e72c-481a-b0ac-0f74b8c5eb9b,Solar Panel,CSI Solar,CS3L-350MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2743,128a9311-d31b-4a4f-b168-72de51728ac2,Solar Panel,CSI Solar,CS3L-360MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2745,60e7a46b-a913-4245-972f-bfc3a6312ea5,Solar Panel,CSI Solar,CS3L-370MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2750,60d97fb2-dea5-4892-9e0a-dfe64391b0d8,Solar Panel,CSI Solar,CS3L-380MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2751,6cb70687-b466-4ba1-a225-60a448926365,Solar Panel,CSI Solar,CS3L-390MS,,,2705,Duplicate of ID 2705 (90.0% match)
DELETE,90.0,2765,b3c3d1af-47d0-410c-83bd-0653c4cf23da,Solar Panel,CSI Solar,CS3N-415MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2770,1ccc823d-de4e-4f38-be5b-6001baee434a,Solar Panel,CSI Solar,CS3N-425MS,,,2716,Duplicate of ID 2716 (90.0% match)
DELETE,90.0,2772,5c39058c-a3cd-4321-b283-f9882371fe36,Solar Panel,CSI Solar,CS3N-430MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2786,5fd2923f-a473-452c-bd51-9a25980cd0a2,Solar Panel,CSI Solar,CS3U-350MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2794,953a5676-2d09-4248-9c07-0c713cce22ad,Solar Panel,CSI Solar,CS3U-355MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2799,0dc1caf9-d9cf-4f9b-a681-668e82e0a283,Solar Panel,CSI Solar,CS3U-360MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2802,2c38dc9d-db28-48cc-97d1-85512e6a8771,Solar Panel,CSI Solar,CS3U-365MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2812,9c4326a9-da98-4dfe-8c82-d38d3888597b,Solar Panel,CSI Solar,CS3U-370MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2814,657a05a4-6d25-4ecd-a3d4-04640c22c31b,Solar Panel,CSI Solar,CS3U-375MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2818,9acc1b46-2ff5-4af7-9d40-7d27cec77489,Solar Panel,CSI Solar,CS3U-380MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2823,180687df-d581-4faf-aba0-9cf912fe228b,Solar Panel,CSI Solar,CS3U-385MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2826,234ff400-e53a-4988-8648-458dc01f49db,Solar Panel,CSI Solar,CS3U-390MS,,,2705,Duplicate of ID 2705 (90.0% match)
DELETE,90.0,2831,ba504cda-7e0d-4a04-8fc8-4cfae6443829,Solar Panel,CSI Solar,CS3U-395MS,,,2716,Duplicate of ID 2716 (90.0% match)
DELETE,90.0,2833,988fb55d-d407-4eeb-a1b2-28685bf0b421,Solar Panel,CSI Solar,CS3U-410MS,,,2769,Duplicate of ID 2769 (90.0% match)
DELETE,90.0,2835,fc1b2292-b804-4240-828d-60820f94eded,Solar Panel,CSI Solar,CS3U-400MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2836,9580492b-2bea-4a84-ae7c-6c75b9e621ce,Solar Panel,CSI Solar,CS3U-405MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2861,2914432e-7fdd-4202-a68e-f881517d4479,Solar Panel,CSI Solar,CS3W-430MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,2867,5cb7db97-1440-4dbb-b65f-cf80e4a9a33e,Solar Panel,CSI Solar,CS3W-435MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2870,fc164cce-fa99-4cf1-8396-a081d03140b4,Solar Panel,CSI Solar,CS3W-440MS,,,2769,Duplicate of ID 2769 (90.0% match)
DELETE,90.0,2875,8f57fcbc-bd6d-4fa4-b038-a837c581f1bd,Solar Panel,CSI Solar,CS3W-445MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2877,ab47a317-04f4-4995-a60f-6a894714d166,Solar Panel,CSI Solar,CS3W-455MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2878,ff715266-4921-4242-a508-eabd9125ec78,Solar Panel,CSI Solar,CS3W-450MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2881,3a1b787c-da57-4799-9a62-4fbfa63a7c13,Solar Panel,CSI Solar,CS3W-460MS,,,2769,Duplicate of ID 2769 (90.0% match)
DELETE,90.0,2883,21f23655-a214-469a-84ad-2101dc016a2c,Solar Panel,CSI Solar,CS3W-470MS,,,2769,Duplicate of ID 2769 (90.0% match)
DELETE,90.0,2884,69c126e8-1341-48b2-a668-3cdf9999289f,Solar Panel,CSI Solar,CS3W-465MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2897,b1d17f28-9145-4539-a7da-fe0b3b21a182,Solar Panel,CSI Solar,CS3Y-470MS,,,2769,Duplicate of ID 2769 (90.0% match)
DELETE,90.0,2901,6b6e6f05-dbe1-4274-bf50-3273b5bf1f73,Solar Panel,CSI Solar,CS3Y-475MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2906,b28963b2-aeab-4b29-b2dc-e6defcd4a21d,Solar Panel,CSI Solar,CS3Y-480MS,,,2769,Duplicate of ID 2769 (90.0% match)
DELETE,90.0,2909,4857fe48-8c8e-4120-b3a9-39e8c0bbfa3c,Solar Panel,CSI Solar,CS3Y-485MS,,,2735,Duplicate of ID 2735 (90.0% match)
DELETE,90.0,2913,a8764e0e-c375-4670-87a9-607d13dda41d,Solar Panel,CSI Solar,CS3Y-490MS,,,2705,Duplicate of ID 2705 (90.0% match)
DELETE,90.0,2919,f16af28a-a480-490b-9a48-59a1e8488e9b,Solar Panel,CSI Solar,CS3Y-495MS,,,2716,Duplicate of ID 2716 (90.0% match)
DELETE,90.0,2920,4061572f-7c67-4c6a-b6ee-208ef71ac207,Solar Panel,CSI Solar,CS3Y-500MS,,,2713,Duplicate of ID 2713 (90.0% match)
DELETE,90.0,3023,32c10ac4-0365-4350-a6e3-b53f9b07ae8d,Solar Panel,CSI Solar,CS6W-545MS,,,3017,Duplicate of ID 3017 (90.0% match)
DELETE,90.0,3025,54511e24-a389-4a32-b8b1-e9d1aab06475,Solar Panel,CSI Solar,CS6W-555MS,,,3017,Duplicate of ID 3017 (90.0% match)
DELETE,90.0,3041,726c180a-2251-457f-a99b-082f7f2dd217,Solar Panel,CSI Solar,CS6XH-300P,,,2989,Duplicate of ID 2989 (90.0% match)
DELETE,90.0,3053,9e9c5291-5304-463b-8fa2-1c9e75994d95,Solar Panel,CSI Solar,CS6XH-360M,,,2989,Duplicate of ID 2989 (90.0% match)
