action,confidence,id,uuid,equipment_type,current_manufacturer,current_model,new_manufacturer,new_model,duplicate_of_id,reason
DELETE,90.5,3611,735fdc8d-63aa-4a09-a07a-bcbdea04d5f9,Solar Panel,ET Solar,ET-P672310WW,,,3442,Duplicate of ID 3442 (90.5% match)
DELETE,90.5,3612,0b7b85c3-37f6-449a-963f-2ff5296e5211,Solar Panel,ET Solar,ET-P672315WB,,,3438,Duplicate of ID 3438 (90.5% match)
DELETE,90.5,3613,178a779a-74b9-4030-a45f-85649c50a6fd,Solar Panel,ET Solar,ET-P672320WW,,,3442,Duplicate of ID 3442 (90.5% match)
DELETE,90.5,3614,9f08d947-65ac-45ed-91e5-bde6bf7bda5b,Solar Panel,ET Solar,ET-P672320WB,,,3438,Duplicate of ID 3438 (90.5% match)
DELETE,90.5,3615,36e0740c-db70-40d0-a26f-7ffe20822334,Solar Panel,ET Solar,ET-P672325WW,,,3438,Duplicate of ID 3438 (90.5% match)
DELETE,90.5,3617,40e6f09f-a5ee-4cd8-acc6-2558995807f7,Solar Panel,ET Solar,ET-P672330WB,,,3442,Duplicate of ID 3442 (90.5% match)
DELETE,90.5,3619,e0e2edb2-9b7c-46b1-bf52-e446f9ac165b,Solar Panel,ET Solar,ET-P672335WW,,,3442,Duplicate of ID 3442 (90.5% match)
DELETE,90.5,3620,ec41c07b-f671-4e35-af82-fe85e6578732,Solar Panel,ET Solar,ET-P672335WB,,,3438,Duplicate of ID 3438 (90.5% match)
DELETE,90.5,3672,c0a73bc2-ecd6-46f0-b50f-514b9b038e34,Solar Panel,First Solar,FS-4115-2,,,3669,Duplicate of ID 3669 (90.5% match)
DELETE,90.5,3674,fd32eb89-82eb-48da-b5c1-b7bd4817b30a,Solar Panel,First Solar,FS-4117-2,,,3669,Duplicate of ID 3669 (90.5% match)
DELETE,90.5,4669,efbef1c0-b027-4672-bfa5-8a7877cbfc17,Solar Panel,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+/TS 405,,,4633,Duplicate of ID 4633 (90.5% match)
DELETE,90.5,4670,69d30959-0d22-4cdb-9f4d-72105d7afa40,Solar Panel,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+/TS 395,,,4633,Duplicate of ID 4633 (90.5% match)
DELETE,90.5,4672,4e8f8be8-b924-416a-a7fd-dc0b56226b5f,Solar Panel,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+/TS 400,,,4633,Duplicate of ID 4633 (90.5% match)
DELETE,90.5,4873,0fa498e0-5d78-44fa-93c5-001303d13588,Solar Panel,Hanwha Q CELLS,Q.PEAK DUO ML-G10.a 395,,,4657,Duplicate of ID 4657 (90.5% match)
DELETE,90.5,4977,c45db3dd-8c50-4be8-a528-4ff71e218d08,Solar Panel,Hanwha Q CELLS,Q.PEAK DUO XL-G11.3/BFG 565,,,4937,Duplicate of ID 4937 (90.5% match)
DELETE,90.5,4984,469a2939-f053-4c05-bc44-6147460a1a4c,Solar Panel,Hanwha Q CELLS,Q.PEAK DUO XL-G11.3/BFG 575,,,4937,Duplicate of ID 4937 (90.5% match)
DELETE,90.5,4987,435fa794-234b-4f08-8de1-ced816daa258,Solar Panel,Hanwha Q CELLS,Q.PEAK DUO XL-G11.3/BFG 595,,,4937,Duplicate of ID 4937 (90.5% match)
DELETE,90.5,5261,bd00531d-5399-4599-8845-9e8697323fe9,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PA-3-240QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5281,ca90700c-d243-40ce-a7d2-0f5ee71f99e9,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PA-4-240TB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5282,4e0357b5-f880-4f53-9cc5-1e84d64c696e,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PA-4-240QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5291,ea747813-6cfe-4b48-873f-0341340215db,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PA-4-245TW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5302,d7ea31d1-8c61-4493-a96e-a52135ecfa32,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PA-4-255TW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5307,b5b301fc-d31d-46a6-887d-52dd04de4dad,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-0-245TB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5313,493681a6-379b-4f81-bd7f-fd02921690f0,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-0-255TB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5314,119e34fc-9f1d-4882-9f21-24fa71731c7a,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-0-255TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5319,3211caa2-69e2-4613-9593-ab1c49d37103,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-0-265TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5325,3358392f-836f-4ae4-a6b1-ad9de67b26ec,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-2-240QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5339,285d4435-d429-488e-b02a-5e07ba9a7091,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-3-230QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5344,bcc01c19-c457-4ee0-93f6-03b92c062796,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-3-240QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5348,950bc1da-0954-49fe-ad01-64d73d45a723,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-3-245QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5350,d08a21af-53b3-4e06-bd06-2b0bee566448,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-3-255QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5351,7223ab00-b835-4eda-a06d-e9f7f40e9fe6,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-3-250QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5364,c2d6b604-c5fe-4813-9933-8711cfcbcc1d,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-4-245QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5368,ddcfe8e9-9a9f-40e6-a069-3aac131962dd,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-4-245TB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5369,c0b9ec1b-d739-41ef-abba-288cfabf9158,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-4-250QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5374,a9cea7f4-3860-4d8c-961e-de23eefc0508,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-4-250TB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5380,3ef9453a-32ec-4911-bf2f-4dc8fdddf589,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-4-255QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5384,00f63de3-0196-479f-96ba-4b230ceaa00f,Solar Panel,Hanwha Q CELLS (Qidong),HSL60P6-PB-4-255TB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5423,a7647d52-6b5b-48dc-8e8f-851eb1fdbdbd,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HA-4-285TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5425,1840621d-530f-40bb-b393-59a2cd9a1978,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HA-4-290TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5429,7602592c-604e-48b4-b09a-54c94dcf69f9,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HA-4-295TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5441,651c07a4-5f5d-4ce6-808d-9737f1884796,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HB-0-290TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5443,96a96580-3c9a-41fc-901b-c4e7de1e25ea,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HB-0-285TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5445,b21a6450-8c83-40ce-a2c0-ce17a515e9c1,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HB-0-295TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5460,e7557e0c-a9ed-44f6-8874-4e4a522c5281,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HB-4-285TB,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5462,8fb4ef9c-b251-49fc-876b-367971dbe539,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HB-4-295TB,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5463,65c3e77b-1863-4c04-a622-6c5f50c9221d,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HB-4-290TB,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5465,32466a7f-3485-4a3f-b916-3bb6fcb418bf,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HB-4-300TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5474,f99314c9-a57d-404b-802a-10cfa0e026cf,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-0-275TB,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5475,54d29322-7cd1-4f1b-9b12-e175c33b12d8,Solar Panel,Hanwha Q CELLS (Qidong),HSL72M6-HB-4-310TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5477,0572c3ed-36c4-4a85-8134-4e7dd84e1b58,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-0-280TB,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5479,fe52d6e6-19b3-4b68-9a43-8983a12dcaf2,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-0-280TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5482,acf82c2d-03b3-42ab-adb0-a279aa9067b5,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-0-285TB,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5485,7cdd4d68-c5a4-44b9-aa16-20eec819d020,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-0-290TB,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5486,06c83746-d7a2-43ac-b80b-354fe529656c,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-0-295TB,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5488,bb119eb8-53dc-4bd5-8232-335443a549d0,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-0-290TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5490,40d8e46a-b83c-4b57-8af0-97ded1326874,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-0-300TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5495,de9ef56d-5430-4a5a-8ac4-f16dca004c52,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-2-280QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5500,816e30ea-e2b4-41ce-8698-a617ef8a2244,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-2-285QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5503,5eac8222-7c21-4222-ba22-139f6764b295,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-2-295QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5504,6e3adca9-3a91-4b5f-a70f-635666e5a998,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-2-290QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5508,94129696-62e9-4255-ab5c-667dadbbeb54,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-2-300QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5509,c769b225-48a0-41f1-a698-25b243f56c41,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-2-305QW,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5515,0018e95e-6ede-4707-a610-b50e7dec2858,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-3-285QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5519,11b2ed7b-94a6-4d6f-9805-4514ecb53b3d,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-3-295QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5523,765e5a9b-6ecf-4f2c-ad7a-ff9486658b55,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-3-300QB,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5528,d4917fac-bac3-477f-b88d-f91fb21449d0,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-3-305QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5531,928bd578-2a01-4120-90a1-690ad472dede,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-275TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5534,ba151db4-40cc-4242-9628-8f55007e8bfe,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-280TB,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5535,b01932e6-292e-474b-a8c1-3154967fea98,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-280QW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5539,ab9474ca-ceb8-442b-a5a8-4f0d3e944a14,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-285QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5541,3b5c6339-0057-4513-a274-8da65e5e29cf,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-285TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5545,f988b40e-1ae1-490c-8810-bc9c86e8b269,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-290QW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5546,04814bba-591f-4e1d-8056-3885afe409a8,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-290TB,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5552,6788ca28-6fb1-498c-801e-0974a673a37f,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-295QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5555,036fa53c-91a2-411c-932c-e5a475589167,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-300QB,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5556,5f593789-afe7-457d-b578-494395e072c5,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-295TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5559,f245fd78-ed21-412c-88bc-da7411d5ea64,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-300TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5561,66c8407a-50da-40a3-ab26-3078afb241f9,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-305QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5568,b755142a-0c9d-4b7f-8faa-289fcfaf6f1d,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PA-4-305TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5579,73ff53f8-5236-4b50-b6b9-9e996741fcf7,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-0-305TW,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5587,c6eab1fa-ab9e-41b6-b61a-f61761b6553a,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-2-285QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5594,dbf9a214-e3eb-4e85-b3b7-4e6143870176,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-2-295QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5599,dd3da6dc-469d-491f-9a21-f506fa0c1f41,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-2-300QB,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5600,e3767d12-0d90-4699-a7c7-5d5788477eeb,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-2-305QB,,,5241,Duplicate of ID 5241 (90.5% match)
DELETE,90.5,5606,e7174ae3-78b3-4f86-8ecd-13328a94f457,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-3-285QB,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5612,9f553dd2-deff-4631-88aa-0f7da65a6354,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-3-290QB,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5613,13037348-c498-4409-9c59-8ce47778bafa,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-3-295QW,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5614,58176b81-67a9-4d43-9d24-fe8f967a63c0,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-3-300QW,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5618,3471237f-fb85-4d56-bbb3-bb8016907707,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-3-305QB,,,5574,Duplicate of ID 5574 (90.5% match)
DELETE,90.5,5619,6b8d57e2-9383-482e-ab65-c99dc223601e,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-3-305QW,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5623,1beb3e34-ff2c-4227-8b1d-9cb89795e0cd,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-4-285QB,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5635,90784bae-bbc3-4390-87d4-f0e26d012801,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-4-290TW,,,5285,Duplicate of ID 5285 (90.5% match)
DELETE,90.5,5639,367c5e68-1bd2-40fa-8a8d-0525bf6c5b9d,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-4-295QW,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5646,6a93e69b-83e7-4223-9a0f-a632587aaa4b,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-4-300QW,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5652,5eeadb3b-ce36-4207-adf9-6b9ddbfeda73,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-4-305QB,,,5574,Duplicate of ID 5574 (90.5% match)
DELETE,90.5,5653,da5165b8-e911-432a-b4d6-3483bd6bf5d6,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-4-305TB,,,5413,Duplicate of ID 5413 (90.5% match)
DELETE,90.5,5654,a8783ec6-e8f3-4d06-8186-ef3b76c3ffd3,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PB-4-305QW,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5670,a8ce2353-ca24-47c6-a357-e0ffeae164a4,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PC-3-300QW,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5674,ee83e842-aae1-4aa4-b082-8b98ff7eeef1,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PC-3-305QW,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5678,f4d39144-7384-4f64-aad4-1743607b2040,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PC-3-310QW,,,5499,Duplicate of ID 5499 (90.5% match)
DELETE,90.5,5683,945f4d21-47ce-421f-ac9d-12dc0d735d8a,Solar Panel,Hanwha Q CELLS (Qidong),HSL72P6-PC-3-315QW,,,5611,Duplicate of ID 5611 (90.5% match)
DELETE,90.5,6443,89518b3a-b1fa-45a2-8789-d4eedaba7a49,Solar Panel,HT Solar,HT60-18X-440,,,6440,Duplicate of ID 6440 (90.5% match)
DELETE,90.5,6449,61ae7bab-6610-48d6-af50-c11277220701,Solar Panel,HT Solar,HT66-18X-475,,,6440,Duplicate of ID 6440 (90.5% match)
DELETE,90.5,6454,b02be2e5-b8a7-4d1c-881b-fffeff9f108a,Solar Panel,HT Solar,HT66-18X-485,,,6440,Duplicate of ID 6440 (90.5% match)
DELETE,90.5,6460,cf16df15-e0a0-4bf7-ab44-38685e10bba9,Solar Panel,HT Solar,HT66-18X-495,,,6440,Duplicate of ID 6440 (90.5% match)
DELETE,90.5,6511,cad0a002-1bbf-4c00-beef-186cc30ce7fc,Solar Panel,HT Solar,HT72-18X-545,,,6503,Duplicate of ID 6503 (90.5% match)
DELETE,90.5,6513,7fb08de6-4b30-4df0-a190-1f30b467b8d8,Solar Panel,HT Solar,HT72-18X-555,,,6503,Duplicate of ID 6503 (90.5% match)
DELETE,90.5,6514,d0d64286-e94a-4c3f-a566-48f9041b4962,Solar Panel,HT Solar,HT78-18X-570,,,6503,Duplicate of ID 6503 (90.5% match)
DELETE,90.5,6518,13802ddc-3642-47d0-879c-11693752f632,Solar Panel,HT Solar,HT78-18X-580,,,6503,Duplicate of ID 6503 (90.5% match)
DELETE,90.5,6524,d7166748-f793-4b2f-8224-8cf4ef265d85,Solar Panel,HT Solar,HT78-18X-590,,,6503,Duplicate of ID 6503 (90.5% match)
DELETE,90.5,7431,47ba2876-44af-43bc-a493-447f8b309373,Solar Panel,Jetion Solar,JT320PAg,,,7421,Duplicate of ID 7421 (90.5% match)
DELETE,90.5,8921,517c8f38-56a4-4005-bbf7-13f12a719f90,Solar Panel,LDK Solar,LDK-200P-18,,,8918,Duplicate of ID 8918 (90.5% match)
DELETE,90.5,8925,67118346-bbd3-48ab-a508-a2dd39502ff2,Solar Panel,LDK Solar,LDK-230D-20,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8926,aea4f470-a00d-4ea6-8c3a-c14cee47055b,Solar Panel,LDK Solar,LDK-225P-20,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8928,72bff5f8-d83f-4872-b12c-ddce44165232,Solar Panel,LDK Solar,LDK-220D-20,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8931,4311f992-837f-4f06-9c64-d25141810653,Solar Panel,LDK Solar,LDK-235P-20,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8932,bdf3e8a1-febb-4f5f-beff-57e4da8dabd6,Solar Panel,LDK Solar,LDK-240D-20,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8933,c80a0989-1db4-4481-8830-0266d049db3f,Solar Panel,LDK Solar,LDK-250D-20,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8935,578bab83-8341-4861-ae3e-eb77cc8da2c3,Solar Panel,LDK Solar,LDK-245P-20,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8937,d9e814d7-1fc5-408f-89da-7ff8dfde659d,Solar Panel,LDK Solar,LDK-260P-24,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8939,7331b5f0-02af-4297-8a41-0dd3434efceb,Solar Panel,LDK Solar,LDK-255P-20,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8941,55402d6f-6a54-4e4b-850a-91ac4eb3f4bb,Solar Panel,LDK Solar,LDK-270P-24,,,8910,Duplicate of ID 8910 (90.5% match)
DELETE,90.5,8944,f606e578-2a23-42e6-b033-eb1f58b2cdcf,Solar Panel,LDK Solar,LDK-280P-24,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,8946,db5464f1-8299-47ef-952f-a485c6337f5c,Solar Panel,LDK Solar,LDK-290P-24,,,8922,Duplicate of ID 8922 (90.5% match)
DELETE,90.5,9789,3f8c0949-a1ae-4e3a-84c1-d34187352f4c,Solar Panel,LONGi,LR6-60HIBD-300M,,,9691,Duplicate of ID 9691 (90.5% match)
DELETE,90.5,9793,523c9506-9b74-4ec8-a0af-655d56fc973b,Solar Panel,LONGi,LR6-60HIBD-320M,,,9691,Duplicate of ID 9691 (90.5% match)
DELETE,90.5,9794,d6c8c320-73df-4664-9ec1-b6f8f6d6f1db,Solar Panel,LONGi,LR6-60HIBD-310M,,,9691,Duplicate of ID 9691 (90.5% match)
DELETE,90.5,9795,861cde58-c320-4cd4-b68e-0dffdca0e831,Solar Panel,LONGi,LR6-60HIBD-305M,,,9691,Duplicate of ID 9691 (90.5% match)
DELETE,90.5,9856,d41e39f1-7277-4909-a40e-a3ed6fa32da3,Solar Panel,LONGi,LR6-72HBD-375MC,,,9845,Duplicate of ID 9845 (90.5% match)
DELETE,90.5,9857,a1a0b548-0054-4ed1-a516-6a0513cf8bb6,Solar Panel,LONGi,LR6-72HIBD-365M,,,9845,Duplicate of ID 9845 (90.5% match)
DELETE,90.5,9859,ea00bb82-1cef-4443-ad39-f13b52311276,Solar Panel,LONGi,LR6-72HBD-385MC,,,9845,Duplicate of ID 9845 (90.5% match)
DELETE,90.5,9861,bf09dc6d-0ddd-4ca2-b610-958c7d021b90,Solar Panel,LONGi,LR6-72HIBD-370M,,,9845,Duplicate of ID 9845 (90.5% match)
DELETE,90.5,9864,b7383f6c-228f-481d-849e-9ea45950195f,Solar Panel,LONGi,LR6-72HIBD-380M,,,9845,Duplicate of ID 9845 (90.5% match)
DELETE,90.5,9993,08e9999e-a182-43ab-b535-af3fb3cb0d0c,Solar Panel,Maxeon,SPR-P5-500-UPP,,,9989,Duplicate of ID 9989 (90.5% match)
DELETE,90.5,9994,64180147-6e68-4055-bfc3-e658df1e12a7,Solar Panel,Maxeon,SPR-P5-510-UPP,,,9989,Duplicate of ID 9989 (90.5% match)
DELETE,90.5,9995,4e3f8c44-4a50-4f9c-b509-f8d5099cfdf8,Solar Panel,Maxeon,SPR-P5-505-UPP,,,9989,Duplicate of ID 9989 (90.5% match)
DELETE,90.5,9996,b2b7ebed-4c14-4e22-82a2-ad269730c46f,Solar Panel,Maxeon,SPR-P5-515-UPP,,,9989,Duplicate of ID 9989 (90.5% match)
DELETE,90.5,9997,637439b7-5134-4ef6-bf91-ba31c8d343d6,Solar Panel,Maxeon,SPR-P5-530-UPP,,,9989,Duplicate of ID 9989 (90.5% match)
DELETE,90.5,9998,4d74dc45-4ff7-463c-8a10-14a4b8ece8e3,Solar Panel,Maxeon,SPR-P5-535-UPP,,,9989,Duplicate of ID 9989 (90.5% match)
DELETE,90.5,9999,9ab06cfd-a7f9-4d1b-8e88-9b1b08baa8fe,Solar Panel,Maxeon,SPR-P5-520-UPP,,,9989,Duplicate of ID 9989 (90.5% match)
