id,uuid,equipment_type,current_manufacturer,new_manufacturer,model
9130,3c631044-5c8b-471b-800c-607c8cad3cee,Solar Panel,LG Electronics,LG,LG305A1W-B3
9131,5ccbe91a-dead-43d2-8343-6d1db5335a64,Solar Panel,LG Electronics,LG,LG305N1C-B3
9132,781b78f2-9f0a-4cf5-9b3c-0a6f9adc857c,Solar Panel,LG Electronics,LG,LG305N1C-G4
9133,112c7946-abac-47f4-a3dd-0d92c41c5de3,Solar Panel,LG Electronics,LG,LG305N1K-G4
9134,c43f24cc-e9d7-4974-8ca9-5c663324b28d,Solar Panel,LG Electronics,LG,LG305N1T-A4
9135,4828e6e9-1a52-4381-ab49-688d3fa6df8e,Solar Panel,LG Electronics,LG,LG305N1T-A5
9136,6f6b687b-21e7-477f-8b71-9a94feb7838a,Solar Panel,LG Electronics,LG,LG305N1K-Z4
9137,181bdbea-9146-4abc-a321-02762ddbdac7,Solar Panel,LG Electronics,LG,LG305N1W-B3
9138,7b4b2259-bd0d-442c-82f5-d78993b6f74c,Solar Panel,LG Electronics,LG,LG305N1W-G4
9139,c6719051-b00e-49f1-9a0d-0ff7682e51c7,Solar Panel,LG Electronics,LG,LG305S1W-A5
9140,6f7e2e77-9a46-492d-883a-beea26597cb3,Solar Panel,LG Electronics,LG,LG305S1C-A5
9141,aeb19d68-8aec-4f44-af7a-b51dce91ac1a,Solar Panel,LG Electronics,LG,LG310N1C-G4
9142,e10c90e3-b5fd-4015-9144-c42dca9733e5,Solar Panel,LG Electronics,LG,LG310N1C-B3
9143,b85d2a15-b056-45f6-8573-8df6923ec405,Solar Panel,LG Electronics,LG,LG310N1C-Z4
9144,478d2bbb-2b9f-4e8b-a830-2c20727ec126,Solar Panel,LG Electronics,LG,LG310N1C-V5
9145,7cfa513f-f92a-49e4-85f0-2b0c0001633f,Solar Panel,LG Electronics,LG,LG310N1K-L5
9146,d2af7bef-7dae-45e1-9039-df049c513538,Solar Panel,LG Electronics,LG,LG310N1K-A5
9147,25304cae-5ee7-4a7c-a151-bf209bf3822e,Solar Panel,LG Electronics,LG,LG310N1K-V5
9148,7133ec79-b430-4b8e-8ac1-07210cedd092,Solar Panel,LG Electronics,LG,LG310N1K-G4
9149,6ebeec91-c44d-474c-9e2c-d17e7bfa4ce0,Solar Panel,LG Electronics,LG,LG310N1T-A5
9150,f09f3692-e882-4929-afdd-d27d9dfd13b4,Solar Panel,LG Electronics,LG,LG310N1T-A4
9151,faac4be6-2615-4b14-b314-1a8dee62f708,Solar Panel,LG Electronics,LG,LG310N1T-L5
9152,e08fbfe4-1750-4480-b40f-6f11fb7c289e,Solar Panel,LG Electronics,LG,LG310N1K-Z4
9153,4b6e5c53-b726-4bd6-94f3-0351a6066abb,Solar Panel,LG Electronics,LG,LG310N1T-V5
9154,d7ca10f5-ebfc-480d-8712-5df5d744ca4a,Solar Panel,LG Electronics,LG,LG310N1W-B3
9155,deae4944-d5f5-494e-9e4f-a75bd20629cc,Solar Panel,LG Electronics,LG,LG310N1W-V5
9156,fb0946eb-6df0-42fe-874a-a8fe0957017d,Solar Panel,LG Electronics,LG,LG310N1W-G4
9157,02079913-915e-45f5-9381-2a2911cfd688,Solar Panel,LG Electronics,LG,LG315N1C-V5
9158,f89284d3-4d4c-4b16-844e-dfc33acf0d0b,Solar Panel,LG Electronics,LG,LG315N1C-L5
9159,5b2fbc6d-cfec-4bf4-a43b-b625c22e1321,Solar Panel,LG Electronics,LG,LG315E1K-A5
9160,b7dfa525-4327-442b-b604-86ced6f535a6,Solar Panel,LG Electronics,LG,LG315N1C-G4
9161,6a49a49d-52ad-4de0-a3d3-85ac7d5361c2,Solar Panel,LG Electronics,LG,LG315N1K-A5
9162,56903807-e7ab-4415-93e5-9043b50db3ed,Solar Panel,LG Electronics,LG,LG315N1K-L5
9163,f93d88e9-8bf7-48c6-a14d-1f7cdfd80ea4,Solar Panel,LG Electronics,LG,LG315N1K-G4
9164,cb12e6cc-379f-4abf-95e1-26b6bbfacfc8,Solar Panel,LG Electronics,LG,LG315N1C-Z4
9165,95d64d68-8017-42f6-b38c-9ae4672ae899,Solar Panel,LG Electronics,LG,LG315N1T-A4
9166,ef43bf1e-1427-4cbc-a611-9820a43f319f,Solar Panel,LG Electronics,LG,LG315N1K-Z4
9167,bb2146ab-f378-47fe-8df2-5b5ad7884e66,Solar Panel,LG Electronics,LG,LG315N1T-A5
9168,eb559d3c-19e5-4d8c-b94d-9465c69d0d62,Solar Panel,LG Electronics,LG,LG315N1K-V5
9169,a1cadcad-9b19-4033-a9c9-d00a0be37c6c,Solar Panel,LG Electronics,LG,LG315N1W-G4
9170,1255c1c2-bb5e-4186-9c62-aa3471749d73,Solar Panel,LG Electronics,LG,LG315N1W-L5
9171,417e5236-ee0c-4ed9-bf0c-4d0a94e0b2d0,Solar Panel,LG Electronics,LG,LG315N1T-L5
9172,1bcc7c46-82e6-4091-993c-a3fa64960ddc,Solar Panel,LG Electronics,LG,LG315N1T-V5
9173,16ca5df4-0cac-4c6b-a6e8-d2ea1aabe7b5,Solar Panel,LG Electronics,LG,LG320N1C-G4
9174,11ee227f-0456-421e-86bd-80b01aa28c2d,Solar Panel,LG Electronics,LG,LG320N1C-A5
9175,f819f9c4-ee47-4354-b11d-cdf0fe0ad4fb,Solar Panel,LG Electronics,LG,LG320E1K-A5
9176,32d64d62-424a-49f6-ab12-821254470428,Solar Panel,LG Electronics,LG,LG315N1W-V5
9177,78f02126-dfec-4227-9307-d33d900014b4,Solar Panel,LG Electronics,LG,LG320N1C-Z4
9178,748835f0-07fd-4c51-b89b-17541e36d225,Solar Panel,LG Electronics,LG,LG320N1C-L5
9179,eae971e8-102b-4bcc-aef0-23e9ea030bbc,Solar Panel,LG Electronics,LG,LG320N1C-V5
9180,5550d480-62ef-4755-ba80-017abe424b26,Solar Panel,LG Electronics,LG,LG320N1C-N5
9181,ad114a68-2c6d-437f-a712-0c3d90586376,Solar Panel,LG Electronics,LG,LG320N1C-Z5
9182,1250cbe8-6b1c-40cb-b8dd-2440c535d203,Solar Panel,LG Electronics,LG,LG320N1K-G4
9183,e4693bd1-7d2b-4bee-98a6-deef53070e92,Solar Panel,LG Electronics,LG,LG320N1K-L5
9184,d96351ef-ed0e-49cf-a8fc-8aab265b0347,Solar Panel,LG Electronics,LG,LG320N1K-A5
9185,94aa1f38-fd33-4c4f-be72-9dbd6d38d3ba,Solar Panel,LG Electronics,LG,LG320N1K-V5
9186,2c57f79d-77fe-4e70-974e-47aac48bd245,Solar Panel,LG Electronics,LG,LG320N1T-L5
9187,e1a25738-9163-4c61-94fd-5aa73e3cd3d1,Solar Panel,LG Electronics,LG,LG320N1T-A5
9188,e321ae2a-f39d-472b-9e90-e5a12f0caa07,Solar Panel,LG Electronics,LG,LG320N1K-Z4
9189,8e1fddbf-772a-4cc3-875d-f4b5c0b49ba6,Solar Panel,LG Electronics,LG,LG320N1W-G4
9190,929021e2-6246-4529-8407-e92876085431,Solar Panel,LG Electronics,LG,LG320N1W-A5
9191,6131b597-585a-4267-a8b9-ac760720e631,Solar Panel,LG Electronics,LG,LG320N1W-L5
9192,85611cb0-9838-430e-94cc-62409148774e,Solar Panel,LG Electronics,LG,LG320N1T-V5
9193,0e2a42d7-5700-47f2-946f-0874e6e86799,Solar Panel,LG Electronics,LG,LG320S2W-G4
9194,d3734532-ded7-4051-8184-a7f603de7e9d,Solar Panel,LG Electronics,LG,LG320S2C-G4
9195,3cc716c9-ea45-487d-a3a7-3806b970993d,Solar Panel,LG Electronics,LG,LG320N1W-V5
9196,9840fcfa-f4f5-4f84-a524-797e24af99ad,Solar Panel,LG Electronics,LG,LG320N1W-N5
9197,9784f17b-6a86-4c80-8366-454f59229afc,Solar Panel,LG Electronics,LG,LG325N1C-A5
9198,15ef166f-c2e8-428c-b00d-0e71a7e6df54,Solar Panel,LG Electronics,LG,LG325E1K-A5
9199,bd843ef5-5cd0-4c94-a5d6-aaa9bb16b95a,Solar Panel,LG Electronics,LG,LG325E1C-A5
9200,d60b397d-8324-466c-9c7f-9009ed218018,Solar Panel,LG Electronics,LG,LG325N1C-G4
9201,4e6dac39-656a-4fb3-b150-2a20865d9ba7,Solar Panel,LG Electronics,LG,LG325N1C-V5
9202,fa2abf33-7ff0-4037-aa1d-1a57392cb401,Solar Panel,LG Electronics,LG,LG325N1C-L5
9203,ee59b6f8-84f9-4d1b-996b-404a5165d78c,Solar Panel,LG Electronics,LG,LG325N1C-N5
9204,9c6a3c59-3f60-408a-a646-f522c123d8e9,Solar Panel,LG Electronics,LG,LG325N1C-Z4
9205,a88b3511-c87d-41fd-9b25-9a698c7edd93,Solar Panel,LG Electronics,LG,LG325N1K-L5
9206,5ef5acfc-13dd-4ba1-a58e-5dacbc64616b,Solar Panel,LG Electronics,LG,LG325N1K-V5
9207,33abb723-88ab-4830-8ebd-5b4db114bf7d,Solar Panel,LG Electronics,LG,LG325N1C-Z5
9208,8ff01044-e7d9-489c-bf5c-1c21d15fbaa7,Solar Panel,LG Electronics,LG,LG325N1K-A5
9209,17fcb969-6179-4a97-bd93-ef38c61ae5b4,Solar Panel,LG Electronics,LG,LG325N1W-A5
9210,50591c56-7fed-44c2-a85b-9b6cf3fd7f67,Solar Panel,LG Electronics,LG,LG325N1T-A5
9211,246a6479-4c8f-4084-bd45-7e613536ae77,Solar Panel,LG Electronics,LG,LG325N1T-V5
9212,75446d81-1461-46dc-8454-2d243f10e5c8,Solar Panel,LG Electronics,LG,LG325N1T-L5
9213,773cfda8-e007-4f3c-aa37-59e1be0658fb,Solar Panel,LG Electronics,LG,LG325N1W-N5
9214,2ac23f89-17fb-4208-aa74-86a0e5cf6b4a,Solar Panel,LG Electronics,LG,LG325N1W-G4
9215,7d3758f1-d9cf-4948-89ee-b83b6ffb2e4c,Solar Panel,LG Electronics,LG,LG325N1W-V5
9216,a65fbb15-096e-4015-a401-5b7794783978,Solar Panel,LG Electronics,LG,LG325N1W-L5
9217,b37f851a-55a3-4122-8732-74b6be83a1c5,Solar Panel,LG Electronics,LG,LG330E1C-A5
9218,9af6032d-fb74-4b04-bc0d-50767d540360,Solar Panel,LG Electronics,LG,LG325S2W-G4
9219,3e244cf0-b2e8-464d-9949-d4eefaee9296,Solar Panel,LG Electronics,LG,LG330N1C-A5
9220,dfd7a339-e0cd-4201-b2e8-562a37ca738c,Solar Panel,LG Electronics,LG,LG325S2C-G4
9221,eca18554-c1d2-4241-b5c9-c1fc02166332,Solar Panel,LG Electronics,LG,LG330N1C-Z4
9222,12d29578-2c2d-45d6-ac63-900a9e08f7f0,Solar Panel,LG Electronics,LG,LG330N1C-V5
9223,eaf05e6a-77fd-473c-9bf2-eac9f5fe7149,Solar Panel,LG Electronics,LG,LG330N1C-L5
9224,d8b967d2-5bb2-4f31-a64d-15b26de7428b,Solar Panel,LG Electronics,LG,LG330N1C-N5
9225,4a4d07b2-62f8-48a3-a397-97ae6db39394,Solar Panel,LG Electronics,LG,LG330N1K-L5
9226,30e4325d-ad28-42fb-aa99-a4ef1399a570,Solar Panel,LG Electronics,LG,LG330N1K-V5
9227,d0416e8f-e6b2-4232-b56b-929941ba35b2,Solar Panel,LG Electronics,LG,LG330N1C-Z5
9228,c325da92-158d-443d-b356-0068074c3e78,Solar Panel,LG Electronics,LG,LG330N1K-A5
9229,1b5cd34a-1161-4a3e-9009-5fd878de532c,Solar Panel,LG Electronics,LG,LG330N1T-L5
9230,53d9e309-ae40-47df-9ac4-c51016461aa5,Solar Panel,LG Electronics,LG,LG330N1T-V5
9231,433892d2-00e7-45b9-b473-f74c16c0d30c,Solar Panel,LG Electronics,LG,LG330N1W-A5
9232,36f627fe-450c-492c-b484-3bafc71f6216,Solar Panel,LG Electronics,LG,LG330N1T-A5
9233,f8cb32f8-0158-4d69-981f-20b37b3830c5,Solar Panel,LG Electronics,LG,LG330N1W-N5
9234,1bc08cfe-2e83-4cac-a3ef-1b311205b24b,Solar Panel,LG Electronics,LG,LG330N1W-V5
9235,bfbd61cd-697d-43b9-b92f-99a72d72cd35,Solar Panel,LG Electronics,LG,LG330Q1C-V5
9236,082c6dda-bf25-407f-82c5-8b988119cb8f,Solar Panel,LG Electronics,LG,LG330N1W-L5
9237,5ceddb18-334d-496d-a8fa-0aaf1fad49e9,Solar Panel,LG Electronics,LG,LG330S2C-G4
9238,b07ebc2d-6256-44d9-9e9e-db084f0aa1e0,Solar Panel,LG Electronics,LG,LG333N1C-A5
9239,e3d1dd6a-69a0-4452-88ef-19f5e4f41120,Solar Panel,LG Electronics,LG,LG330S2W-G4
9240,361f40d3-3e5b-4958-a471-affaaae1c1e9,Solar Panel,LG Electronics,LG,LG330Q1K-A5
9241,de0893aa-23d9-43ca-b9dd-5a5703e5f346,Solar Panel,LG Electronics,LG,LG333N1W-V5
9242,577697e5-2724-4a76-b16f-c0124892278b,Solar Panel,LG Electronics,LG,LG335E1C-A5
9243,783b77df-4d3e-42ce-8ec3-19a89ff8b8c1,Solar Panel,LG Electronics,LG,LG333N1W-A5
9244,c15b8d56-d99b-4a91-910b-bad79d622bdb,Solar Panel,LG Electronics,LG,LG333N1C-V5
9245,8218fce5-a573-4491-a88c-65f1c0289bb0,Solar Panel,LG Electronics,LG,LG335N1C-N5
9246,c94a9398-ce34-4c35-87a2-c570613be700,Solar Panel,LG Electronics,LG,LG335N1C-L5
9247,a42aa298-6fbe-40c6-a42a-40e87efbd52b,Solar Panel,LG Electronics,LG,LG335N1C-V5
9248,fee43dfd-39d9-42f1-8cc2-13aca41e565a,Solar Panel,LG Electronics,LG,LG335N1C-A5
9249,25a13677-0489-413a-abf3-4e8e5d3ba58a,Solar Panel,LG Electronics,LG,LG335N1C-Z5
9250,4d8e46da-b973-4b01-86b9-a5c9350bbaec,Solar Panel,LG Electronics,LG,LG335N1K-L5
9251,449b6e0b-cf3c-4ca9-a12c-41b784b494eb,Solar Panel,LG Electronics,LG,LG335N1K-V5
9252,8972784e-8b45-4775-ae88-4d8264b69e6b,Solar Panel,LG Electronics,LG,LG335N1K-A5
9253,35ad3d69-d9c4-4ef2-9c38-04e43b767b3a,Solar Panel,LG Electronics,LG,LG335N1T-V5
9254,1cdab3af-1465-44bd-b564-549fe0d40776,Solar Panel,LG Electronics,LG,LG335N1W-A5
9255,02edcb0a-45c3-4593-be7d-88bf933f9f5f,Solar Panel,LG Electronics,LG,LG335N1T-L5
9256,a6767851-2ee8-4375-8091-f87e58c80af9,Solar Panel,LG Electronics,LG,LG335N1T-A5
9257,ebd68f48-a0ad-4ad3-8642-77d11e52ef77,Solar Panel,LG Electronics,LG,LG335N1W-L5
9258,daee3350-af3a-4c0a-bd32-e8abe8969d1a,Solar Panel,LG Electronics,LG,LG335N1W-V5
9259,c41b9149-d758-42af-8f94-f3515b0c5103,Solar Panel,LG Electronics,LG,LG335N1W-N5
9260,30da3f47-fe9e-4680-81b0-00bc50d6fc02,Solar Panel,LG Electronics,LG,LG335Q1C-V5
9261,88fabe6d-abef-43af-b08b-f65f01240227,Solar Panel,LG Electronics,LG,LG335S2W-G4
9262,e4a9795e-2834-4735-a25a-e1ca563ba51a,Solar Panel,LG Electronics,LG,LG340M1K-L5
9263,023e2928-a1ba-4928-8693-f457890ba702,Solar Panel,LG Electronics,LG,LG335S2C-G4
9264,acb2e515-df3e-485a-a454-db71c5214380,Solar Panel,LG Electronics,LG,LG335Q1K-A5
9265,7384a068-6778-4bc8-a4ac-20e17034296f,Solar Panel,LG Electronics,LG,LG340N1C-A5
9266,9e0a969e-a9b7-4ee8-b125-89340289ffb0,Solar Panel,LG Electronics,LG,LG340N1C-V5
9267,96ce77c4-367b-4cf9-9480-72d27575aab1,Solar Panel,LG Electronics,LG,LG340N1C-N5
9268,d6afadba-9491-4ab6-9e92-3e802fefdc64,Solar Panel,LG Electronics,LG,LG340N1C-L5
9269,0330e13e-05bd-457c-a0ea-74eefc93e40c,Solar Panel,LG Electronics,LG,LG340N1K-V5
9270,583317ff-84b6-4fb7-b81e-2fef92f14aaa,Solar Panel,LG Electronics,LG,LG340N1C-Z5
9271,8346e7af-5eec-4a88-a85d-2ec5904b9a75,Solar Panel,LG Electronics,LG,LG340N1K-L5
9272,922ccf22-1d14-4e3e-8a1e-c2fbd3a645f6,Solar Panel,LG Electronics,LG,LG340N1T-L5
9273,1102aa06-e242-4141-a8c7-178b25509440,Solar Panel,LG Electronics,LG,LG340N1W-L5
9274,14180b93-d973-4d6f-bb12-2706083326ca,Solar Panel,LG Electronics,LG,LG340N1T-V5
9275,83c041b7-2f42-429f-9db6-4ba84410582e,Solar Panel,LG Electronics,LG,LG340N1W-N5
9276,3de5135f-de5a-4b00-97d6-12ceee9136ac,Solar Panel,LG Electronics,LG,LG340N1W-A5
9277,d963c65a-878f-41b8-8a2c-09d398caa8cf,Solar Panel,LG Electronics,LG,LG340Q1K-A5
9278,530c4b9a-aa46-4398-8116-7141fef25471,Solar Panel,LG Electronics,LG,LG340Q1C-A5
9279,02eeaf4b-06c3-4053-a91e-561123266db9,Solar Panel,LG Electronics,LG,LG340N1W-V5
9280,c41e609b-a21d-4b2f-ab27-7ef4d36621b8,Solar Panel,LG Electronics,LG,LG340Q1C-V5
9281,243e8962-c2e5-476f-8f54-7c1a3f5a6d06,Solar Panel,LG Electronics,LG,LG345M1K-L5
9282,3300db7d-bd51-452b-a73b-f71a91190064,Solar Panel,LG Electronics,LG,LG340S2C-G4
9283,0c296d51-a19a-410f-9c36-26c1f9150867,Solar Panel,LG Electronics,LG,LG340S2W-G4
9284,b3dcdf3c-14cf-4580-aa81-02db74b5a12f,Solar Panel,LG Electronics,LG,LG340S2W-A5
9285,907789b3-debb-483f-bbab-348b9fceb4b7,Solar Panel,LG Electronics,LG,LG345N1C-N5
9286,45925171-9d6e-43a8-b634-6da6464e795b,Solar Panel,LG Electronics,LG,LG345N1C-V5
9287,fdab8ed0-a6b7-4ba0-b3cf-9f8d6514fac7,Solar Panel,LG Electronics,LG,LG345N1C-L5
9288,563aa081-aac1-4119-b8b3-f11ada7bd778,Solar Panel,LG Electronics,LG,LG345N1C-A5
9289,6ff0ec6e-9106-4546-ba80-d77074557acc,Solar Panel,LG Electronics,LG,LG345N1K-A6
9290,7ab1e444-0d43-4b6c-988c-809541e0ea07,Solar Panel,LG Electronics,LG,LG345N1C-Z5
9291,0a04d1ec-bade-41ae-8b15-cd3b5426aee1,Solar Panel,LG Electronics,LG,LG345N1K-L5
9292,c34dcc4a-50a4-4e03-bc40-d072600aee10,Solar Panel,LG Electronics,LG,LG345N1K-B6
9293,bbd2bd4e-2d5d-4894-8508-b917e2533df5,Solar Panel,LG Electronics,LG,LG345N1W-A5
9294,c8a9e940-2d76-49b7-9083-7e0d61c3810b,Solar Panel,LG Electronics,LG,LG345N1T-L5
9295,91b34a5c-6a84-43e7-8638-810e29fc6ab5,Solar Panel,LG Electronics,LG,LG345N1W-N5
9296,149a75e6-f550-40d8-912b-fe5a2f45adf5,Solar Panel,LG Electronics,LG,LG345N1W-L5
9297,63f049a7-f024-4657-b06a-f2bd95764eb4,Solar Panel,LG Electronics,LG,LG345N1W-V5
9298,fd152f8a-88d8-475a-bb24-3fbb4542e3d9,Solar Panel,LG Electronics,LG,LG345Q1K-A5
9299,c61c90d6-09d9-4786-92a9-cb162fe05d7b,Solar Panel,LG Electronics,LG,LG345Q1C-V5
9300,0b956f63-c975-4dc2-be06-92c87389ff95,Solar Panel,LG Electronics,LG,LG345Q1C-A5
9301,59288ea6-0d3d-4a88-90b1-af4c6b586d1e,Solar Panel,LG Electronics,LG,LG345S2W-A5
9302,4e070ce1-28cc-4a67-8ca7-c0f83ec02c75,Solar Panel,LG Electronics,LG,LG345S2C-G4
9303,a610f85e-fce2-4230-a631-be29f9223373,Solar Panel,LG Electronics,LG,LG345Q1K-V5
9304,1c9a2c5d-c58e-4155-972c-4b9243c0d3d0,Solar Panel,LG Electronics,LG,LG345S2W-G4
9305,9ca23ac1-5b7f-4571-b62d-a21f69d5f7e2,Solar Panel,LG Electronics,LG,LG350M1K-L5
9306,7be32eb0-5244-40af-9416-24a823957a7e,Solar Panel,LG Electronics,LG,LG350N1C-L5
9307,d5771773-70de-4063-b633-4353b197d932,Solar Panel,LG Electronics,LG,LG350N1C-N5
9308,82c83798-e592-4d22-873b-e4509befe6f9,Solar Panel,LG Electronics,LG,LG350N1C-V5
9309,f4f6b014-51ad-47d3-8d71-602f8e6047ac,Solar Panel,LG Electronics,LG,LG350N1K-A6
9310,cc099cbb-58b0-4b0e-bd34-5f78036bd27a,Solar Panel,LG Electronics,LG,LG350N1K-L5
9311,f06361b3-16d4-4a4e-955c-e946a87ce102,Solar Panel,LG Electronics,LG,LG350N1K-E6
9312,5b99dc0f-27c9-4d42-adf2-faa7492d9104,Solar Panel,LG Electronics,LG,LG350N1K-B6
9313,5d57ecca-551d-4aa6-b1d3-08558f872ccd,Solar Panel,LG Electronics,LG,LG350N1W-N5
9314,fb305ae7-bf69-4abf-8cdb-d2db10ce3c9a,Solar Panel,LG Electronics,LG,LG350N1W-L5
9315,edc9ac68-5226-41b2-bd9d-d0af9926a92c,Solar Panel,LG Electronics,LG,LG350N1W-V5
9316,92763202-23ea-4772-9960-cd318a90b531,Solar Panel,LG Electronics,LG,LG350N2C-B3
9317,eec52f3d-fd9e-4062-849a-9385e6e7a0f4,Solar Panel,LG Electronics,LG,LG350Q1C-A5
9318,a74c8cb6-1d4e-49e8-97d1-063ed5eb41e8,Solar Panel,LG Electronics,LG,LG350Q1C-V5
9319,66dfad37-d208-435b-90fa-e1d5453c4598,Solar Panel,LG Electronics,LG,LG350N2W-B3
9320,05740cf9-675e-47b6-955b-7516a97ae70a,Solar Panel,LG Electronics,LG,LG350N2T-A4
9321,32d9f6bc-5eef-4f5e-9b18-80950c9d8005,Solar Panel,LG Electronics,LG,LG350Q1K-A5
9322,823426b5-53a9-4f1e-bb0c-a6fdaf15821d,Solar Panel,LG Electronics,LG,LG355A1C-A5
9323,ef06dec7-c319-4138-9bb1-a3abf007acc8,Solar Panel,LG Electronics,LG,LG350Q1K-V5
9324,a59da493-5dbf-4210-93dd-ddcdd089f55c,Solar Panel,LG Electronics,LG,LG350S2W-A5
9325,759d8d58-baa3-4c80-a131-0adf40aa119a,Solar Panel,LG Electronics,LG,LG355N1C-A6
9326,699c433f-bf6e-4d72-9609-67bd4ceaac04,Solar Panel,LG Electronics,LG,LG355M1K-A6
9327,0b3f4a34-7a0a-48a8-8250-4cc5d0627749,Solar Panel,LG Electronics,LG,LG355N1C-E6
9328,5b0d013b-11e7-4fb0-b9dc-19258e2a32d1,Solar Panel,LG Electronics,LG,LG355M1C-N5
9329,1cf37dc5-77e3-4c78-a874-81567a83706f,Solar Panel,LG Electronics,LG,LG355N1C-V5
9330,522ea9a1-21c6-4db7-aa27-ebefc393aa5d,Solar Panel,LG Electronics,LG,LG355N1C-L5
9331,6810761f-8cd6-4b1a-a6ae-599202c0b0f0,Solar Panel,LG Electronics,LG,LG355N1C-N5
9332,29e0b75e-9ea1-443a-a5ba-3c8b0f44b3b6,Solar Panel,LG Electronics,LG,LG355N1K-A6
9333,c0b644de-b96a-4b1d-a9bd-4760607cb432,Solar Panel,LG Electronics,LG,LG355N1K-L5
9334,89f5c36f-ef22-4d3c-8813-0383cae9a80d,Solar Panel,LG Electronics,LG,LG355N1K-B6
9335,97dc2e09-1052-4997-bcda-e2346265ea64,Solar Panel,LG Electronics,LG,LG355N1W-A6
9336,61854a0c-0e15-43a2-855f-bb8f72a32497,Solar Panel,LG Electronics,LG,LG355N1K-E6
9337,8c5424ec-50b7-47d1-a0cb-028f42dec4fb,Solar Panel,LG Electronics,LG,LG355N1W-N5
9338,63f8f009-25b1-4838-a461-29ddd40483ca,Solar Panel,LG Electronics,LG,LG355N1W-L5
9339,9e1a6dd3-1384-467c-a7c3-4d15ac85decd,Solar Panel,LG Electronics,LG,LG355N1W-V5
9340,cfbea2db-268e-4dca-b1a4-31014c696a4e,Solar Panel,LG Electronics,LG,LG355N1W-E6
9341,7e74568b-4f86-48a6-8974-b3f7d8a2eb88,Solar Panel,LG Electronics,LG,LG355N2T-A4
9342,e54c3de4-3a0e-4654-a06e-583fc740319d,Solar Panel,LG Electronics,LG,LG355Q1C-A5
9343,e710b088-7b4b-4852-9ff4-51d130660790,Solar Panel,LG Electronics,LG,LG355N2C-B3
9344,5b5bdb77-13c9-4a2c-bdab-e98495543952,Solar Panel,LG Electronics,LG,LG355N2W-B3
9345,6b6c4e09-9993-4319-9e14-4f1ea8ad2806,Solar Panel,LG Electronics,LG,LG355Q1K-A5
9346,b65670a1-13cc-4d4d-8405-879f54af28e1,Solar Panel,LG Electronics,LG,LG355Q1C-V5
9347,b3a622e3-63bd-4f3d-b42b-2046edbacedd,Solar Panel,LG Electronics,LG,LG355Q1K-V5
9348,85ae234d-1d61-42ee-a329-5d063f9d294b,Solar Panel,LG Electronics,LG,LG355S2W-A5
9349,81faaae4-f59a-4fc2-9e06-f86736108f2d,Solar Panel,LG Electronics,LG,LG360M1K-A6
9350,4205668a-e6c4-4bbc-85fb-423197407ef7,Solar Panel,LG Electronics,LG,LG360A1K-V5
9351,47f1adcf-9794-4879-a550-056be783843f,Solar Panel,LG Electronics,LG,LG360A1C-A5
9352,13244c49-cf79-45f5-b34e-5cea6124100f,Solar Panel,LG Electronics,LG,LG360M1C-N5
9353,26e791c6-30b6-4dec-afbd-893be4754240,Solar Panel,LG Electronics,LG,LG360N1C-A6
9354,9c69c094-1298-4277-bd63-385e11e90c3c,Solar Panel,LG Electronics,LG,LG360N1C-N5
9355,ca608aaf-d8e8-42fa-96dc-bce113b5a270,Solar Panel,LG Electronics,LG,LG360N1C-L5
9356,e3002d9b-94e3-45df-98b0-310a88cf7fe6,Solar Panel,LG Electronics,LG,LG360N1C-E6
9357,4dd656b2-33a5-4856-aa0a-8b003802dce3,Solar Panel,LG Electronics,LG,LG360N1K-E6
9358,ca672f65-d0f1-406c-8e9a-e5e2c774394a,Solar Panel,LG Electronics,LG,LG360N1K-A6
9359,2394e06d-b9b1-44f8-a746-df5df3599b8b,Solar Panel,LG Electronics,LG,LG360N1K-B6
9360,ba46dcb3-0771-4839-ac4e-6a6a76ed3888,Solar Panel,LG Electronics,LG,LG360N1W-A6
9361,22aa8ed7-f51e-4d59-a640-32f34ac62640,Solar Panel,LG Electronics,LG,LG360N2C-B3
9362,a306631f-27d2-4c03-b2fc-2734ce46792b,Solar Panel,LG Electronics,LG,LG360N1W-L5
9363,3d816e83-d4dc-46a2-ba2b-576d33a8bd25,Solar Panel,LG Electronics,LG,LG360N1W-E6
9364,7964767e-0663-4378-a517-c27eae2e5980,Solar Panel,LG Electronics,LG,LG360N1W-N5
9365,c7326d99-5735-4e35-90c0-61daeba60d9f,Solar Panel,LG Electronics,LG,LG360N2K-G4
9366,c072a75f-6221-4694-813e-48705ce7dc45,Solar Panel,LG Electronics,LG,LG360N2T-A4
9367,ca4195a9-edea-4e2c-959e-fd2840e7caa8,Solar Panel,LG Electronics,LG,LG360N2C-G4
9368,ee2cd4c7-7a8e-466e-a70c-70692f785ea6,Solar Panel,LG Electronics,LG,LG360N2W-B3
9369,1f7b6939-c67e-49e1-b224-e933df5d5987,Solar Panel,LG Electronics,LG,LG360N2W-G4
9370,11c335b2-2d39-4ab6-93df-bcb54bd6010c,Solar Panel,LG Electronics,LG,LG360Q1K-A5
9371,edc24d8a-9562-4c3e-91b1-b458d5683ca7,Solar Panel,LG Electronics,LG,LG360Q1C-V5
9372,d7470c99-654d-44b3-a7dc-41f1fc699b25,Solar Panel,LG Electronics,LG,LG360Q1C-A5
9373,a1756d37-4e06-4457-8b70-7b76151b6ada,Solar Panel,LG Electronics,LG,LG365A1C-A5
