id,uuid,equipment_type,current_manufacturer,new_manufacturer,model
9374,82e131ce-8609-4ee2-96ca-f2dfdeed723d,Solar Panel,LG Electronics,LG,LG360S2W-A5
9375,de48e63b-d517-4b73-bed3-da03603e7f73,Solar Panel,LG Electronics,LG,LG360Q1K-V5
9376,a864020d-8243-458f-ae72-771b110b9a41,Solar Panel,LG Electronics,LG,LG365A1C-V5
9377,ce4d1428-c22f-494c-ac65-9c0ff1b2187e,Solar Panel,LG Electronics,LG,LG365N1C-A6
9378,6f8fa6c5-fdf6-4233-8836-6188b97d8d5b,Solar Panel,LG Electronics,LG,LG365M1K-A6
9379,74eb1790-73c9-45da-a50c-4b99334a11d6,Solar Panel,LG Electronics,LG,LG365M1C-N5
9380,73e77cff-aac9-4b1c-be85-aa13674934a9,Solar Panel,LG Electronics,LG,LG365A1K-V5
9381,d272b295-ca44-49cb-95a5-584b446646f6,Solar Panel,LG Electronics,LG,LG365N1C-L5
9382,39d4303c-be70-4ba3-a7cf-6146c906e279,Solar Panel,LG Electronics,LG,LG365N1K-A6
9383,459f96d1-5e45-4a57-8e39-91133a458d45,Solar Panel,LG Electronics,LG,LG365N1C-N5
9384,ec6654f1-89ed-4aff-a07b-b3c5f9990e6f,Solar Panel,LG Electronics,LG,LG365N1C-E6
9385,1e063fbe-80df-4cb6-a0c0-2931c5b06a0d,Solar Panel,LG Electronics,LG,LG365N1W-E6
9386,547989ec-31ca-4330-99db-4d76ca287800,Solar Panel,LG Electronics,LG,LG365N1K-E6
9387,9d49fb51-a2ef-45be-ac8a-b947ffd62244,Solar Panel,LG Electronics,LG,LG365N1K-B6
9388,131aa77b-abef-4c15-ae7c-3951ac293dda,Solar Panel,LG Electronics,LG,LG365N1W-A6
9389,12bd3621-18bc-4149-803b-2b7a8256d0d7,Solar Panel,LG Electronics,LG,LG365N2C-G4
9390,571e0219-d0a6-46d2-b679-1d698459a22e,Solar Panel,LG Electronics,LG,LG365N1W-N5
9391,de29784e-7be6-48e6-a937-73701558845d,Solar Panel,LG Electronics,LG,LG365N2C-B3
9392,508b1dc1-5e95-4058-a408-f28f143c919f,Solar Panel,LG Electronics,LG,LG365N1W-L5
9393,d7641dbd-29cc-4539-9cea-51d3b4f6c724,Solar Panel,LG Electronics,LG,LG365N2T-A4
9394,d818086e-8581-4268-8edf-c6eb1bd6f6ad,Solar Panel,LG Electronics,LG,LG365N2K-G4
9395,1ad91b22-cc9b-4dbb-a002-a08aab99ce00,Solar Panel,LG Electronics,LG,LG365N2W-B3
9396,c69651a0-0b3d-4aa2-b1ac-63afd9365dbe,Solar Panel,LG Electronics,LG,LG365N2W-G4
9397,1deca76f-0d6e-40ca-846a-622d3f9d6b68,Solar Panel,LG Electronics,LG,LG365Q1C-V5
9398,3d3faa6f-c404-452a-8508-e3092f5fcc04,Solar Panel,LG Electronics,LG,LG365Q1C-A5
9399,619abc34-3f20-4626-a4f5-2c52412c8831,Solar Panel,LG Electronics,LG,LG365Q1K-V5
9400,da517784-c2c3-4e83-a735-bf61040c3035,Solar Panel,LG Electronics,LG,LG365S2W-A5
9401,a269c716-c25a-44e4-94de-05d0a593b848,Solar Panel,LG Electronics,LG,LG370A1C-A5
9402,ee7b9bf4-ba3c-48eb-b2e6-958ed4edae23,Solar Panel,LG Electronics,LG,LG370A1C-V5
9403,74486f21-4ebc-41bc-ae90-b57e95c43d0c,Solar Panel,LG Electronics,LG,LG370M1K-A6
9404,f4752a5f-004d-472d-8325-e46660bb4dd7,Solar Panel,LG Electronics,LG,LG370M1C-N5
9405,5f48122f-7c93-49d9-9042-85ce3da916d0,Solar Panel,LG Electronics,LG,LG370N1K-A6
9406,7c539ba8-98af-46bd-9713-6c54d49fe57b,Solar Panel,LG Electronics,LG,LG370N1C-A6
9407,d78cb706-d770-4aeb-93cd-48ded737c5e7,Solar Panel,LG Electronics,LG,LG370N1C-N5
9408,d4b2d96a-ae2b-45ea-8aed-5b2ea345282b,Solar Panel,LG Electronics,LG,LG370N1C-E6
9409,9e68da1b-65e2-4535-8dd9-d93497d408ab,Solar Panel,LG Electronics,LG,LG370N1K-B6
9410,f1fd75bc-a22a-47cb-85ef-9d0420e89778,Solar Panel,LG Electronics,LG,LG370N1W-A6
9411,27ed54ec-2477-40f5-a19d-aaca9d5ece52,Solar Panel,LG Electronics,LG,LG370N1K-E6
9412,37bff62d-cb2b-466e-a4af-c64d50f57b68,Solar Panel,LG Electronics,LG,LG370N1W-E6
9413,b54bc771-d228-4dba-b48e-bee94e2180cf,Solar Panel,LG Electronics,LG,LG370N2C-G4
9414,3f4fdbc4-6a56-4518-969f-7900958c0c78,Solar Panel,LG Electronics,LG,LG370N2C-B3
9415,40090b0b-74ce-49fb-9c60-b1c938c12a0c,Solar Panel,LG Electronics,LG,LG370N1W-N5
9416,282ee7b1-2dee-41ca-83fd-1a9fbd22a53c,Solar Panel,LG Electronics,LG,LG370N2K-G4
9417,b54bf561-8c6c-4274-80db-c6ca4b38b3dd,Solar Panel,LG Electronics,LG,LG370N2T-A4
9418,44607bbb-67fc-43e8-a878-a3803f1c57c0,Solar Panel,LG Electronics,LG,LG370N2W-B3
9419,d868d829-05a0-48db-b4d8-7d51f2ec9a87,Solar Panel,LG Electronics,LG,LG370N2W-G4
9420,e62eb7fc-31ca-4376-bad0-0f6a839c2b1d,Solar Panel,LG Electronics,LG,LG370N2T-A5
9421,f7dee95f-e9f5-4b5f-bfd1-d92f18b5a0f5,Solar Panel,LG Electronics,LG,LG370S2W-A5
9422,3a53cd98-8da3-43a1-8825-97e89f88087b,Solar Panel,LG Electronics,LG,LG370Q1C-V5
9423,81e74df8-73e2-4651-bb20-900bdd86f9b9,Solar Panel,LG Electronics,LG,LG370Q1C-A5
9424,7a290dec-273f-49c2-8956-238949543bf3,Solar Panel,LG Electronics,LG,LG370Q1K-V5
9425,284b9cd5-0a17-4f6d-9e29-1f5aa2b54c92,Solar Panel,LG Electronics,LG,LG375A1C-V5
9426,b64babce-b035-40c1-9167-b3e1823bf238,Solar Panel,LG Electronics,LG,LG375M1C-A6
9427,561fbaed-4376-4dd7-ad4a-20d79f59e02f,Solar Panel,LG Electronics,LG,LG375M1K-A6
9428,b2b39705-8804-469b-af93-02371c6c7bca,Solar Panel,LG Electronics,LG,LG375N1C-A6
9429,cb62a17e-999e-4904-bb66-30dbd2711cfa,Solar Panel,LG Electronics,LG,LG375N1K-A6
9430,830b0e85-7fe0-4449-9143-8f368745f12c,Solar Panel,LG Electronics,LG,LG375N1C-E6
9431,6521d47a-a9dc-4e78-8515-1571c39ba1ce,Solar Panel,LG Electronics,LG,LG375N1K-E6
9432,2af95e31-a875-465a-a8b3-22868b01c328,Solar Panel,LG Electronics,LG,LG375N1W-A6
9433,fa1b3a71-c898-4155-96bc-8e85936abf5c,Solar Panel,LG Electronics,LG,LG375N1W-E6
9434,199af847-169c-4291-ab17-633bc4716320,Solar Panel,LG Electronics,LG,LG375N2C-B3
9435,169ce98f-9b54-45d3-8a9d-7d7b999557a0,Solar Panel,LG Electronics,LG,LG375N2K-A5
9436,26a2b319-9f37-4b4e-b101-a44f802ef095,Solar Panel,LG Electronics,LG,LG375N2C-G4
9437,2dd4b5d9-8b89-4e94-904e-698a2a8b9d24,Solar Panel,LG Electronics,LG,LG375N2T-A4
9438,c17248cb-6794-4c69-b84b-ba3164150e58,Solar Panel,LG Electronics,LG,LG375N2W-B3
9439,926fd113-7fac-44fa-8982-d35e3952a2a3,Solar Panel,LG Electronics,LG,LG375N2K-G4
9440,268e6892-49eb-4e0f-926b-b4450b28e9cc,Solar Panel,LG Electronics,LG,LG375N2T-A5
9441,f559a43b-178a-4a56-82e9-d2d7011efd7c,Solar Panel,LG Electronics,LG,LG375Q1C-V5
9442,3c6d134e-830d-4bbd-82fd-4d831cdedd95,Solar Panel,LG Electronics,LG,LG375N2W-G4
9443,a83db05e-3a2c-4886-ad19-b39cdc905750,Solar Panel,LG Electronics,LG,LG375Q1K-A6
9444,2165f0dc-56f4-4750-9dd4-bdc5f5a9cd93,Solar Panel,LG Electronics,LG,LG380A1C-V5
9445,74b25822-cb87-4b54-ab1c-1e13589ce271,Solar Panel,LG Electronics,LG,LG380N1C-E6
9446,a4813391-6035-483f-96c1-2b08c0751b20,Solar Panel,LG Electronics,LG,LG380N1C-A6
9447,8b22aef4-a8a8-407f-9120-87499789de0e,Solar Panel,LG Electronics,LG,LG380M1C-A6
9448,b93816c5-c678-4e6e-8796-937e55338571,Solar Panel,LG Electronics,LG,LG380M1K-A6
9449,b5dc2492-3e73-4406-9f58-d9192a20d658,Solar Panel,LG Electronics,LG,LG380N1W-A6
9450,7f4e4623-4721-416d-99f9-b102c960fad6,Solar Panel,LG Electronics,LG,LG380N1K-E6
9451,516f7232-1bc8-4430-92d8-a7cbc42d8b16,Solar Panel,LG Electronics,LG,LG380N1W-E6
9452,124d7c5b-0a60-417d-8594-4e0ebe7765dc,Solar Panel,LG Electronics,LG,LG380N1K-A6
9453,091a87e8-7849-4fca-ad6d-aa0213934202,Solar Panel,LG Electronics,LG,LG380N2C-G4
9454,434ea496-768b-4810-93c8-bb5c314ceb35,Solar Panel,LG Electronics,LG,LG380N2C-A5
9455,75754e1e-6ac0-4549-940a-789b3faafef6,Solar Panel,LG Electronics,LG,LG380N2K-G4
9456,f5901e8c-f3d4-4e6c-872d-71fa94320655,Solar Panel,LG Electronics,LG,LG380N2K-A5
9457,5cfe47eb-0364-409f-a9c7-f5722f101aa3,Solar Panel,LG Electronics,LG,LG380N2W-G4
9458,91899bf0-da94-4436-b005-0f4773d22b7a,Solar Panel,LG Electronics,LG,LG380N2T-A5
9459,7562eee1-a91a-48f3-951e-bb7ee8a0b7f2,Solar Panel,LG Electronics,LG,LG380N2T-A4
9460,c57f5fdb-0435-4cbe-a889-dd7d602fc91a,Solar Panel,LG Electronics,LG,LG380N2W-A5
9461,f5f033b1-548a-4816-9e42-872cb3a52c6d,Solar Panel,LG Electronics,LG,LG380N2W-V5
9462,3c0adc27-2b5b-44fa-a016-b6397d40ba16,Solar Panel,LG Electronics,LG,LG385M1C-A6
9463,a91acff7-78ce-4ed3-ab90-9f413de1de6d,Solar Panel,LG Electronics,LG,LG380Q1C-V5
9464,729dbabf-d0ad-42c3-8260-21a2d3d3795c,Solar Panel,LG Electronics,LG,LG380Q1K-A6
9465,32f42d40-defa-4a60-920d-296c8cdefdb9,Solar Panel,LG Electronics,LG,LG385N1K-E6
9466,27dd530c-dc65-4f59-bfd3-21d0b2bd174e,Solar Panel,LG Electronics,LG,LG385N1C-E6
9467,7a46f306-1409-4f4d-b39e-5e16c287788e,Solar Panel,LG Electronics,LG,LG385N1W-A6
9468,8b348a6d-8450-47d2-8b28-7b4bd5937267,Solar Panel,LG Electronics,LG,LG385N1C-A6
9469,0eb7da17-cc66-4ae1-8f3e-40f7a10eaaf2,Solar Panel,LG Electronics,LG,LG385N1W-E6
9470,859216d9-c3bb-4a38-800a-53151a398342,Solar Panel,LG Electronics,LG,LG385N2C-A5
9471,73dbee01-9dd4-46b1-ac8e-499b772debb3,Solar Panel,LG Electronics,LG,LG385N2K-A5
9472,27090366-0981-4c2e-bbc5-a941be208514,Solar Panel,LG Electronics,LG,LG385N2C-G4
9473,62774f46-50ef-40a5-810f-d678bdaa0b94,Solar Panel,LG Electronics,LG,LG385N2W-G4
9474,f811cf6f-5281-4bef-8949-4d3e969a5807,Solar Panel,LG Electronics,LG,LG385N2W-A5
9475,12969219-564e-4758-97cc-42dd1d0b0ebe,Solar Panel,LG Electronics,LG,LG385N2T-J5
9476,014de2b2-e7e2-4403-8dd4-b99c58cd92e8,Solar Panel,LG Electronics,LG,LG385N2T-A5
9477,26680399-3db7-4c5e-b575-1e4341da2aa1,Solar Panel,LG Electronics,LG,LG385Q1K-A6
9478,1eeb7167-5efd-4cfa-b4c2-c9f7d8e23b70,Solar Panel,LG Electronics,LG,LG385N2W-V5
9479,065f7102-9ab3-4b97-9af5-3c5965420ba3,Solar Panel,LG Electronics,LG,LG390N1K-E6
9480,2698ef90-7006-4928-9d1f-eeea6d70328d,Solar Panel,LG Electronics,LG,LG390N1C-E6
9481,4838d253-28c2-47c3-9b2c-e30bfb2b0af9,Solar Panel,LG Electronics,LG,LG390N2C-A5
9482,c630f7ba-f0c9-40ae-b48d-6ff5b1e84a00,Solar Panel,LG Electronics,LG,LG390N2T-A5
9483,ec07b74f-8485-44ad-880d-6da6f761f82d,Solar Panel,LG Electronics,LG,LG390N1W-E6
9484,d40d5c79-3044-4323-928f-019d8ec8cfcb,Solar Panel,LG Electronics,LG,LG390N2K-A5
9485,72812c8b-fd68-49bb-ad5a-34cbde6631d2,Solar Panel,LG Electronics,LG,LG390N2W-L5
9486,a83ae44a-4dee-4bef-a7d9-83e40e1ff33c,Solar Panel,LG Electronics,LG,LG390N2T-J5
9487,2fd13984-4df1-4b67-855a-ae8bf950fae9,Solar Panel,LG Electronics,LG,LG390N2W-N5
9488,6be1a4af-016f-49ce-aa7a-eb605e929665,Solar Panel,LG Electronics,LG,LG390N2W-A5
9489,5cd97bc1-2030-4899-a5d0-b35f6bdb8c7b,Solar Panel,LG Electronics,LG,LG390N2W-V5
9490,860626d5-6695-45b2-a01a-65f852b62501,Solar Panel,LG Electronics,LG,LG390N3K-V6
9491,b1ac8711-e0b5-4f87-9d0d-454492021c5d,Solar Panel,LG Electronics,LG,LG390Q1K-A6
9492,277821bc-73f8-48a1-a66a-b9a94a417e64,Solar Panel,LG Electronics,LG,LG390Q1C-A6
9493,9ae95adf-a509-4af0-bfcd-260c4afad9cb,Solar Panel,LG Electronics,LG,LG395A1C-A6
9494,2a87c32c-d622-478d-b42a-06236690bcd7,Solar Panel,LG Electronics,LG,LG395N1C-E6
9495,1c02dcd9-4210-451f-be97-9569dcc7407c,Solar Panel,LG Electronics,LG,LG395N1W-E6
9496,4c1be81f-55cb-4683-a392-6b4dddbe7efb,Solar Panel,LG Electronics,LG,LG395N2C-A5
9497,51541f19-ba34-47bc-a733-91bafb102ff3,Solar Panel,LG Electronics,LG,LG395N2T-A5
9498,cc5d5b36-0234-47dd-a048-db783e935261,Solar Panel,LG Electronics,LG,LG395N2K-A5
9499,315113af-c5c8-404a-98a2-1978c6582bcf,Solar Panel,LG Electronics,LG,LG395N2W-A5
9500,5cccbb75-dce5-4378-8b88-839e1ee5ad0b,Solar Panel,LG Electronics,LG,LG395N2T-J5
9501,e1bc21bf-e92d-461f-8a25-9786bd1b674d,Solar Panel,LG Electronics,LG,LG395N2W-N5
9502,02e5541b-1a2b-4f95-bc27-de9e5a5b33bf,Solar Panel,LG Electronics,LG,LG395N3C-V6
9503,0039af21-0824-4871-973c-ecdff1af2777,Solar Panel,LG Electronics,LG,LG395N2W-L5
9504,c9915a2b-52fe-4ab9-a287-10bd611ea27d,Solar Panel,LG Electronics,LG,LG395N2W-V5
9505,365f93a0-937f-4aaa-b646-94e6e869d216,Solar Panel,LG Electronics,LG,LG395Q1C-A6
9506,751e3746-a308-4751-9d5c-a5cac442bddb,Solar Panel,LG Electronics,LG,LG400A1C-A6
9507,18b1d8b4-6b59-4aed-9024-cbe1ba668f25,Solar Panel,LG Electronics,LG,LG395N3K-V6
9508,f538f9fe-46c4-4e88-bb90-3efb468ff02d,Solar Panel,LG Electronics,LG,LG395N3W-V6
9509,a41e5b4e-395b-49bc-9e1a-29ef4bd2f736,Solar Panel,LG Electronics,LG,LG400N1W-E6
9510,59a97f8b-1ada-4d93-8a30-39a6b5fa3789,Solar Panel,LG Electronics,LG,LG400N2C-A5
9511,1fbfb758-6da1-460a-a7ff-2151225ad99f,Solar Panel,LG Electronics,LG,LG400N2K-A5
9512,d1169790-4fc7-445b-9914-651663d50bbe,Solar Panel,LG Electronics,LG,LG400N1C-E6
9513,329a782e-8838-47df-ad4b-dfb8d4a9387e,Solar Panel,LG Electronics,LG,LG400N2T-J5
9514,21034fc1-5aa6-4a42-bd48-90abe0e1738a,Solar Panel,LG Electronics,LG,LG400N2W-A5
9515,51c0dca3-a6e0-4553-800f-1a2407ef9c1c,Solar Panel,LG Electronics,LG,LG400N2T-L5
9516,6f65399f-bc57-40fe-8ecd-bc1165c55468,Solar Panel,LG Electronics,LG,LG400N2T-A5
9517,58787e65-fc94-4029-9368-6d098fa410bb,Solar Panel,LG Electronics,LG,LG400N3C-V6
9518,a9486e86-de59-483f-a8c2-640be7cd988d,Solar Panel,LG Electronics,LG,LG400N2W-N5
9519,e55fb0ed-d30f-4b02-9f64-c117a93808d2,Solar Panel,LG Electronics,LG,LG400N2W-V5
9520,f76d3df9-68fe-4ec5-991a-212b04af86cf,Solar Panel,LG Electronics,LG,LG400N2W-L5
9521,f4f7eebf-84c8-4c72-ac41-f77802a8c794,Solar Panel,LG Electronics,LG,LG400Q1C-A6
9522,be0e1ecb-fb66-4fe3-b51a-81dc03759740,Solar Panel,LG Electronics,LG,LG400N3W-V6
9523,7e6213ad-5705-4645-9718-231cfcf31034,Solar Panel,LG Electronics,LG,LG405A1C-A6
9524,0c6e7a3c-208b-4102-8e06-b3e44a8ed3f7,Solar Panel,LG Electronics,LG,LG400N3K-V6
9525,b1bb2d9b-6cd1-4850-a7b5-205ae8d6a560,Solar Panel,LG Electronics,LG,LG405N2T-J5
9526,5b717f8b-7712-482c-8bc4-8306855e5fd9,Solar Panel,LG Electronics,LG,LG405N2K-A5
9527,5ea5fedb-f44b-49ef-a0f1-7c233aaba814,Solar Panel,LG Electronics,LG,LG405N2C-A5
9528,36004e1a-7a23-4ba1-8234-8106f55537c1,Solar Panel,LG Electronics,LG,LG405N2T-L5
9529,d52d26bc-b45c-4a0f-ae71-e4419e143495,Solar Panel,LG Electronics,LG,LG405N2W-A5
9530,aca3f9f6-c4bf-4461-82b3-35a1bbd02e0b,Solar Panel,LG Electronics,LG,LG405N2W-V5
9531,231133c9-50cc-4638-bc28-b7de7cec00a1,Solar Panel,LG Electronics,LG,LG405N2W-L5
9532,cddd7823-14f1-408d-9cc8-4cc07280b7bd,Solar Panel,LG Electronics,LG,LG405N2W-N5
9533,40d307fd-132a-4376-b77d-0e5145dac65d,Solar Panel,LG Electronics,LG,LG405N3W-V6
9534,2eebab26-b380-4433-972e-5fa1f50e038d,Solar Panel,LG Electronics,LG,LG405N3C-V6
9535,b4111439-4c28-4eb7-8778-eb08891efb10,Solar Panel,LG Electronics,LG,LG405N3K-V6
9536,ae656983-5b99-4ddf-a3cc-b899da33c48d,Solar Panel,LG Electronics,LG,LG405Q1C-A6
9537,66c60258-e9bd-4fd3-b974-0e39ee02c559,Solar Panel,LG Electronics,LG,LG410N2W-A5
9538,19edf0d8-659c-4e46-a09c-7baab80d475d,Solar Panel,LG Electronics,LG,LG410N2C-A5
9539,88f825db-c710-4ba8-9f71-4ddd3a6f1f18,Solar Panel,LG Electronics,LG,LG410N2T-V5
9540,cf38585e-de7b-4cd2-a866-931d3a9f7205,Solar Panel,LG Electronics,LG,LG410N2T-L5
9541,00f4461b-2247-451f-95d8-75b10ac9ffe9,Solar Panel,LG Electronics,LG,LG410N2W-N5
9542,424e4166-3d16-4921-a17d-032bd18bf3a0,Solar Panel,LG Electronics,LG,LG410N2W-V5
9543,bd0683ad-22dd-4272-adae-ad551232940e,Solar Panel,LG Electronics,LG,LG410N3C-V6
9544,230bfc2f-e3af-405e-a79d-46ab24ca2cfb,Solar Panel,LG Electronics,LG,LG410N2W-L5
9545,82baedee-3703-4629-9180-4eef41e7082b,Solar Panel,LG Electronics,LG,LG410N3W-V6
9546,111996fc-7fcd-486e-8e31-c430c9e3a1b1,Solar Panel,LG Electronics,LG,LG410N3K-V6
9547,d301ceaa-b62e-4b28-b485-a0ce5555cc50,Solar Panel,LG Electronics,LG,LG415N2T-V5
9548,fc03be0d-f0af-41a4-af19-71b4dbcaf7bf,Solar Panel,LG Electronics,LG,LG415N2T-L5
9549,5130a3ea-913d-4daf-a028-82bbaf4db061,Solar Panel,LG Electronics,LG,LG415N2W-V5
9550,a875b3b4-cb6d-4506-9668-01d57c0ba27b,Solar Panel,LG Electronics,LG,LG415N3C-V6
9551,04f640da-6cb2-466a-8edb-8873aaf6d2ef,Solar Panel,LG Electronics,LG,LG415N2W-L5
9552,a3b57a2a-b2a1-4850-a455-2f90511c4425,Solar Panel,LG Electronics,LG,LG415N2W-N5
9553,25fa788c-2311-437a-84a8-56c1328da3b7,Solar Panel,LG Electronics,LG,LG420N2T-V5
9554,c2ae5d40-8405-450f-87f9-520101b2d730,Solar Panel,LG Electronics,LG,LG420N2T-E6
9555,167c96bd-d0f6-43b5-9296-a17b75212ab4,Solar Panel,LG Electronics,LG,LG415QAK-A6
9556,3a8bec8a-26a3-414c-b96d-b18e4c2687c7,Solar Panel,LG Electronics,LG,LG415N3W-V6
9557,2759ad71-f086-4666-b6bf-dd110b644965,Solar Panel,LG Electronics,LG,LG420N2W-L5
9558,655021b1-5c08-4155-b152-c7679348171e,Solar Panel,LG Electronics,LG,LG420N2W-N5
9559,55ff0979-c7a0-445c-91f1-97c561d3f826,Solar Panel,LG Electronics,LG,LG420N3C-V6
9560,cd1a5fdb-d66e-4b95-b637-ec1756e83a27,Solar Panel,LG Electronics,LG,LG420N2W-V5
9561,9d3a3167-e157-4d45-9444-42630725509e,Solar Panel,LG Electronics,LG,LG425N2T-E6
9562,c87ea84c-e17f-479a-a9c0-e7fc7cc0c014,Solar Panel,LG Electronics,LG,LG420N3W-V6
9563,8fb6125e-b92e-45e9-a939-87a353a16d5f,Solar Panel,LG Electronics,LG,LG420QAK-A6
9564,2ae6df6b-cba9-4622-a27e-1b279061af31,Solar Panel,LG Electronics,LG,LG425N2T-B5
9565,e9484979-6221-4759-9e21-6f6de1ad6732,Solar Panel,LG Electronics,LG,LG425N2T-V5
9566,2711f005-395a-41f4-920d-dd1d264bc916,Solar Panel,LG Electronics,LG,LG425N2W-N5
9567,f2de6b2a-5b34-4a73-ae10-553900f384d3,Solar Panel,LG Electronics,LG,LG425N2W-V5
9568,64c99eeb-f8d5-4260-a2de-30beee6558d6,Solar Panel,LG Electronics,LG,LG425N2W-L5
9569,b0f82ee8-5bae-4015-9089-50351a518394,Solar Panel,LG Electronics,LG,LG425QAK-A6
9570,754265b0-a8a1-4cac-8042-d516001db2d6,Solar Panel,LG Electronics,LG,LG430N2T-V5
9571,a06b86d3-f8fd-4541-8f3b-9515c16dba2a,Solar Panel,LG Electronics,LG,LG430N2T-E6
9572,e2bc4cd4-a2db-45bf-9943-2c8cbff90878,Solar Panel,LG Electronics,LG,LG430N2T-B5
9573,9d76a895-68eb-435d-956a-837fae5e2f1a,Solar Panel,LG Electronics,LG,LG430N2W-N5
9574,9d87069e-4c25-4cee-9396-a6cd61591f90,Solar Panel,LG Electronics,LG,LG430N2W-E6
9575,5abfdb2b-29be-410f-bebf-29101af07ad9,Solar Panel,LG Electronics,LG,LG430QAC-A6
9576,01c02d18-e514-4481-8a23-0dbb5f030f69,Solar Panel,LG Electronics,LG,LG430N2W-L5
9577,ac8edb63-d920-4ef1-9243-73e66551aada,Solar Panel,LG Electronics,LG,LG435N2T-E6
9578,8ced2b6a-a842-48f4-aadf-5cb4cf00aeb4,Solar Panel,LG Electronics,LG,LG430QAK-A6
9579,ebeabd24-d354-4604-8bb2-a932f1b79474,Solar Panel,LG Electronics,LG,LG435N2W-E6
9580,9ae64d21-b2b4-485a-a1d1-7623c0484d0b,Solar Panel,LG Electronics,LG,LG435N2T-B5
9581,47ec8677-f262-460a-a5bc-274f21204194,Solar Panel,LG Electronics,LG,LG435QAC-A6
9582,2eebf13d-babd-482f-9138-1121e15c084c,Solar Panel,LG Electronics,LG,LG440N2T-B5
9583,79ae5c31-5b0f-4fe0-8da8-2bd0ee5cfe1c,Solar Panel,LG Electronics,LG,LG440N2T-F6
9584,4c9c7c49-8c9a-4a5e-9089-209001e6eabc,Solar Panel,LG Electronics,LG,LG440N2T-E6
9585,b9236f28-dc67-4275-98a5-9ee88f5af913,Solar Panel,LG Electronics,LG,LG445N2T-E6
9586,9d73cb24-e712-449f-bd93-601d6ca9e5e7,Solar Panel,LG Electronics,LG,LG440N2W-E6
9587,067d2c21-20ca-48ba-94e9-6110227578ff,Solar Panel,LG Electronics,LG,LG445N2T-F6
9588,146403f2-65a2-4799-8358-e64c9ab95f22,Solar Panel,LG Electronics,LG,LG440QAC-A6
9589,5e05e48d-4156-41c0-bb40-4078719a5670,Solar Panel,LG Electronics,LG,LG445QAC-A6
9590,9fb7e1de-2446-4b42-90be-02a34bac6ee0,Solar Panel,LG Electronics,LG,LG450N2T-E6
9591,8a741ffb-bd00-49e3-b46a-d0315974dcb3,Solar Panel,LG Electronics,LG,LG450N2T-F6
9592,47d315da-bd4b-453b-8ddb-5cb32303ad50,Solar Panel,LG Electronics,LG,LG445N2W-E6
9593,0bcc2c62-e71d-47e6-b3d5-92fe6233e192,Solar Panel,LG Electronics,LG,LG455N2W-E6
9594,a7c9bab1-c24f-4f14-a97d-300c14a41108,Solar Panel,LG Electronics,LG,LG465N2W-E6
9595,2004d38a-a9d2-47a8-a678-e6233285f23e,Solar Panel,LG Electronics,LG,LG450N2W-E6
9596,3be916a6-f32b-4606-ac9a-70ade9c3d14d,Solar Panel,LG Electronics,LG,LG460N2W-E6
9597,defdfe28-3381-4d20-8f8a-e54097ef3f4c,Solar Panel,LG Electronics,LG,LG475N2W-E6
9598,cc4513bb-5cff-47a8-a5e7-bc3572f1fa0b,Solar Panel,LG Electronics,LG,LG480N2W-E6
9600,5779d2cc-0ac5-4116-92ef-f031b588bbc4,Solar Panel,LG Electronics,LG,LG470N2W-E6
13029,b73d2929-2364-48f1-be02-71b0d2a486e3,Solar Panel,Silfab,SILFAB SOLAR,SIL285ML
13030,d6e922c9-0c72-4cce-b802-ee4e166399e0,Solar Panel,Silfab,SILFAB SOLAR,SIL285ML-W
13031,94dc460a-8466-4fde-83a9-38a64001670f,Solar Panel,Silfab,SILFAB SOLAR,SIL285NL-W
13032,74eda338-c607-4399-a155-345d59e68579,Solar Panel,Silfab,SILFAB SOLAR,SIL285NL
13033,5f510ab6-63d4-425d-a477-ee24d2144a33,Solar Panel,Silfab,SILFAB SOLAR,SIL290ML
13034,6f9009af-7a1c-48bd-b0c0-a66ad0715fa7,Solar Panel,Silfab,SILFAB SOLAR,SIL290BL
13035,2c2708b3-50d8-4731-aab0-466a6dac4cb0,Solar Panel,Silfab,SILFAB SOLAR,SIL290ML-W
13036,7f1dcab1-47a3-48a1-946c-f7c047bea0b3,Solar Panel,Silfab,SILFAB SOLAR,SIL290BL-W
13037,1fa8b58d-8328-4348-af29-0919b946f434,Solar Panel,Silfab,SILFAB SOLAR,SIL295BL-W
13038,2a95e4ec-7404-45d6-ab56-8deca156295f,Solar Panel,Silfab,SILFAB SOLAR,SIL290NL
13039,2818d5f1-8f88-4186-a970-9fb52dddc16b,Solar Panel,Silfab,SILFAB SOLAR,SIL295BL
13040,a03853a9-fba6-41db-b195-8fa9b9a09169,Solar Panel,Silfab,SILFAB SOLAR,SIL290NL-W
13041,5f7c3c27-13e3-4e46-a234-1b797cb9bad9,Solar Panel,Silfab,SILFAB SOLAR,SIL295ML
13042,5ee602e6-dc09-4326-abf3-00f7164226db,Solar Panel,Silfab,SILFAB SOLAR,SIL295ML-W
13043,2e84049b-8ad8-4bfc-b089-2bd73dda42f4,Solar Panel,Silfab,SILFAB SOLAR,SIL295NL
13044,77dbf6ba-3c16-44c5-a1cd-06575b51d353,Solar Panel,Silfab,SILFAB SOLAR,SIL295NL-W
13045,a72b5dc1-c770-422e-a308-a2738ce922e8,Solar Panel,Silfab,SILFAB SOLAR,SIL300ML-W
